reaction_id,reaction_name,subsystem,gene_association,modulation_fraction,remaining_capacity_fraction,baseline_flux,modulated_flux,feasible,solver_status,objective_value,runtime,atp_demand,atp_per_glc,atp_per_o2,atp_per_carbon,glc_uptake,o2_uptake,lac_out,lac_per_atp,total_flux,condition,state_method,mod_method,model
CYOR_u10mi,CYOR_u10mi,Oxidative phosphorylation,(7384.1 and 7388.1 and 4519.1 and 29796.2 and 10975.1 and 7385.1 and 7386.1 and 1537.1 and 27089.1 and 7381.1) or (7384.1 and 7388.1 and 4519.1 and 29796.1 and 10975.1 and 7385.1 and 1537.1 and 7386.1 and 27089.1 and 7381.1),0.0,1.0,4.060913705583764,4.060913705583764,True,optimal,30.15228426395939,0.7036550045013428,30.152284263959398,3.01522842639594,15.076142131979699,0.50253807106599,10.0,2.0,0.0,0.0,461.4720812182777,oxygen_limited,moma_linear,fva_informed,recon3d
CYOR_u10mi,CYOR_u10mi,Oxidative phosphorylation,(7384.1 and 7388.1 and 4519.1 and 29796.2 and 10975.1 and 7385.1 and 7386.1 and 1537.1 and 27089.1 and 7381.1) or (7384.1 and 7388.1 and 4519.1 and 29796.1 and 10975.1 and 7385.1 and 1537.1 and 7386.1 and 27089.1 and 7381.1),0.1,0.9,4.060913705583764,3.6548223350253815,True,optimal,29.537055837563447,0.7387576103210449,29.340101522842616,2.9340101522842614,14.670050761421308,0.4890016920473769,10.0,2.0,0.0,0.0,459.6446700507634,oxygen_limited,moma_linear,fva_informed,recon3d
CYOR_u10mi,CYOR_u10mi,Oxidative phosphorylation,(7384.1 and 7388.1 and 4519.1 and 29796.2 and 10975.1 and 7385.1 and 7386.1 and 1537.1 and 27089.1 and 7381.1) or (7384.1 and 7388.1 and 4519.1 and 29796.1 and 10975.1 and 7385.1 and 1537.1 and 7386.1 and 27089.1 and 7381.1),0.25,0.75,4.060913705583764,3.0456852791878175,True,optimal,28.61421319796954,0.656317949295044,28.1218274111676,2.81218274111676,14.0609137055838,0.46869712351946,10.0,2.0,0.0,0.0,456.9035532994955,oxygen_limited,moma_linear,fva_informed,recon3d
CYOR_u10mi,CYOR_u10mi,Oxidative phosphorylation,(7384.1 and 7388.1 and 4519.1 and 29796.2 and 10975.1 and 7385.1 and 7386.1 and 1537.1 and 27089.1 and 7381.1) or (7384.1 and 7388.1 and 4519.1 and 29796.1 and 10975.1 and 7385.1 and 1537.1 and 7386.1 and 27089.1 and 7381.1),0.5,0.5,4.060913705583764,2.0304568527918785,True,optimal,27.076142131979687,0.765265941619873,26.091370558375612,2.6091370558375613,13.045685279187806,0.43485617597292686,10.0,2.0,0.0,0.0,460.45685279188035,oxygen_limited,moma_linear,fva_informed,recon3d
CYOR_u10mi,CYOR_u10mi,Oxidative phosphorylation,(7384.1 and 7388.1 and 4519.1 and 29796.2 and 10975.1 and 7385.1 and 7386.1 and 1537.1 and 27089.1 and 7381.1) or (7384.1 and 7388.1 and 4519.1 and 29796.1 and 10975.1 and 7385.1 and 1537.1 and 7386.1 and 27089.1 and 7381.1),0.75,0.25,4.060913705583764,1.0152284263959392,True,optimal,25.53807106598986,0.708704948425293,24.06091370558377,2.406091370558377,12.030456852791884,0.40101522842639614,10.0,2.0,0.0,0.0,465.53299492386094,oxygen_limited,moma_linear,fva_informed,recon3d
CYOR_u10mi,CYOR_u10mi,Oxidative phosphorylation,(7384.1 and 7388.1 and 4519.1 and 29796.2 and 10975.1 and 7385.1 and 7386.1 and 1537.1 and 27089.1 and 7381.1) or (7384.1 and 7388.1 and 4519.1 and 29796.1 and 10975.1 and 7385.1 and 1537.1 and 7386.1 and 27089.1 and 7381.1),0.9,0.09999999999999998,4.060913705583764,0.40609137055837563,True,optimal,24.61522842639595,0.7099807262420654,22.84263959390864,2.284263959390864,11.42131979695432,0.38071065989847735,10.0,2.0,0.0,0.0,463.2994923857898,oxygen_limited,moma_linear,fva_informed,recon3d
CYOR_u10mi,CYOR_u10mi,Oxidative phosphorylation,(7384.1 and 7388.1 and 4519.1 and 29796.2 and 10975.1 and 7385.1 and 7386.1 and 1537.1 and 27089.1 and 7381.1) or (7384.1 and 7388.1 and 4519.1 and 29796.1 and 10975.1 and 7385.1 and 1537.1 and 7386.1 and 27089.1 and 7381.1),1.0,0.0,4.060913705583764,0.0,True,optimal,24.0,0.69148850440979,22.03045685279187,2.203045685279187,11.015228426395934,0.36717428087986453,9.999999999999998,2.0,0.0,0.0,464.51776649746535,oxygen_limited,moma_linear,fva_informed,recon3d
ENO,Enolase,Glycolysis/gluconeogenesis,2023.1 or 2027.1 or 2027.2 or 2026.1,0.0,1.0,20.0,20.000000000000007,True,optimal,30.152284263959384,0.7683212757110596,30.1522842639594,3.015228426395938,15.0761421319797,0.5025380710659897,10.000000000000007,2.0,0.0,0.0,461.4720812182751,oxygen_limited,moma_linear,fva_informed,recon3d
ENO,Enolase,Glycolysis/gluconeogenesis,2023.1 or 2027.1 or 2027.2 or 2026.1,0.1,0.9,20.0,18.206329602470234,True,optimal,28.35861386642962,0.8210630416870117,26.564943468899934,2.6564943468899935,13.282471734449967,0.4427490578149989,10.0,2.0,0.0,0.0,457.88474042322196,oxygen_limited,moma_linear,fva_informed,recon3d
ENO,Enolase,Glycolysis/gluconeogenesis,2023.1 or 2027.1 or 2027.2 or 2026.1,0.25,0.75,20.0,15.17194133539186,True,optimal,25.324225599351237,0.8322470188140869,20.496166934743133,2.0496166934743116,10.248083467371567,0.34160278224571855,10.000000000000009,2.0,0.0,0.0,442.1598465598464,oxygen_limited,moma_linear,fva_informed,recon3d
ENO,Enolase,Glycolysis/gluconeogenesis,2023.1 or 2027.1 or 2027.2 or 2026.1,0.5,0.5,20.0,10.114627556927907,True,optimal,20.266911820887298,0.7447144985198975,10.381539377815194,1.0381539377815205,5.190769688907597,0.1730256562969201,9.99999999999999,2.0,0.0,0.0,441.70133633213317,oxygen_limited,moma_linear,fva_informed,recon3d
ENO,Enolase,Glycolysis/gluconeogenesis,2023.1 or 2027.1 or 2027.2 or 2026.1,0.75,0.25,20.0,5.0573137784639535,True,optimal,15.209598042423343,0.6961259841918945,0.2669118208873016,0.02669118208873016,0.1334559104436508,0.004448530348121693,10.0,2.0,0.0,0.0,401.70133633213413,oxygen_limited,moma_linear,fva_informed,recon3d
ENO,Enolase,Glycolysis/gluconeogenesis,2023.1 or 2027.1 or 2027.2 or 2026.1,0.9,0.09999999999999998,20.0,2.022925511385581,True,optimal,12.175209775344975,0.7849254608154297,0.0,0.0,0.0,0.0,7.099067643365278,2.0,0.0,0.0,344.59835275171855,oxygen_limited,moma_linear,fva_informed,recon3d
ENO,Enolase,Glycolysis/gluconeogenesis,2023.1 or 2027.1 or 2027.2 or 2026.1,1.0,0.0,20.0,0.0,True,optimal,10.15228426395939,0.7617762088775635,0.0,0.0,0.0,0.0,5.076142131979693,2.0,0.0,0.0,298.07106598985047,oxygen_limited,moma_linear,fva_informed,recon3d
GAPD,Glyceraldehyde-3-Phosphate Dehydrogenase,Glycolysis/gluconeogenesis,2597.1 or 26330.1,0.0,1.0,19.999999999999996,19.999999999999996,True,optimal,30.15228426395939,1.0233864784240723,30.152284263959395,3.0152284263959372,15.076142131979697,0.5025380710659896,10.000000000000007,2.0,6.0103318317674575e-15,1.9933255401653013e-16,461.472081218275,oxygen_limited,moma_linear,fva_informed,recon3d
GAPD,Glyceraldehyde-3-Phosphate Dehydrogenase,Glycolysis/gluconeogenesis,2597.1 or 26330.1,0.1,0.9,19.999999999999996,20.0,True,optimal,30.152284263959405,1.0135982036590576,30.152284263959398,3.015228426395938,15.076142131979699,0.5025380710659897,10.000000000000005,2.0,0.0,0.0,461.4720812182759,oxygen_limited,moma_linear,fva_informed,recon3d
GAPD,Glyceraldehyde-3-Phosphate Dehydrogenase,Glycolysis/gluconeogenesis,2597.1 or 26330.1,0.25,0.75,19.999999999999996,20.000000000000004,True,optimal,30.152284263959388,1.0428466796875,30.1522842639594,3.0152284263959386,15.0761421319797,0.5025380710659898,10.000000000000005,2.0,1.527626007240896e-14,5.066369081253474e-16,461.472081218275,oxygen_limited,moma_linear,fva_informed,recon3d
GAPD,Glyceraldehyde-3-Phosphate Dehydrogenase,Glycolysis/gluconeogenesis,2597.1 or 26330.1,0.5,0.5,19.999999999999996,20.0,True,optimal,30.152284263959388,0.9837932586669922,30.1522842639594,3.0152284263959404,15.0761421319797,0.50253807106599,10.0,2.0,5.739782322670463e-15,1.903597841020338e-16,461.4720812182751,oxygen_limited,moma_linear,fva_informed,recon3d
GAPD,Glyceraldehyde-3-Phosphate Dehydrogenase,Glycolysis/gluconeogenesis,2597.1 or 26330.1,0.75,0.25,19.999999999999996,20.00000000000002,True,optimal,30.152284263959388,1.0481245517730713,30.15228426395941,3.015228426395937,15.076142131979704,0.5025380710659895,10.000000000000014,2.0,9.202807446518008e-16,3.052109540343513e-17,461.47208121827504,oxygen_limited,moma_linear,fva_informed,recon3d
GAPD,Glyceraldehyde-3-Phosphate Dehydrogenase,Glycolysis/gluconeogenesis,2597.1 or 26330.1,0.9,0.09999999999999998,19.999999999999996,19.999999999999996,True,optimal,30.152284263959395,0.9540033340454102,30.152284263959398,3.01522842639594,15.076142131979699,0.50253807106599,10.0,2.0,0.0,0.0,461.47208121827606,oxygen_limited,moma_linear,fva_informed,recon3d
GAPD,Glyceraldehyde-3-Phosphate Dehydrogenase,Glycolysis/gluconeogenesis,2597.1 or 26330.1,1.0,0.0,19.999999999999996,0.0,True,optimal,10.152284263959395,0.7832081317901611,0.0,0.0,0.0,0.0,7.614213197969522,2.0,0.0,0.0,341.2182741116787,oxygen_limited,moma_linear,fva_informed,recon3d
O2t,O2 Transport (Diffusion),"Transport, extracellular",,0.0,1.0,2.0,2.0,True,optimal,30.152284263959388,0.9040436744689941,30.152284263959398,3.01522842639594,15.076142131979699,0.50253807106599,10.0,2.0,0.0,0.0,461.472081218278,oxygen_limited,moma_linear,fva_informed,recon3d
O2t,O2 Transport (Diffusion),"Transport, extracellular",,0.1,0.9,2.0,1.818274111675127,True,optimal,29.50932515653586,0.9391345977783203,29.229817825762062,2.922981782576206,16.075583784687698,0.4871636304293677,10.0,1.8182741116751246,0.18449328763948658,0.006311817909343285,454.9244144399508,oxygen_limited,moma_linear,fva_informed,recon3d
O2t,O2 Transport (Diffusion),"Transport, extracellular",,0.25,0.75,2.0,1.515228426395939,True,optimal,28.437127985776485,0.9317457675933838,27.691514854801714,2.7691514854801715,18.275472115229114,0.46152524758002855,10.0,1.5152284263959521,0.49215388183152947,0.017772732348233736,444.0055399520743,oxygen_limited,moma_linear,fva_informed,recon3d
O2t,O2 Transport (Diffusion),"Transport, extracellular",,0.5,0.5,2.0,1.0101522842639594,True,optimal,26.650132701177565,0.9486582279205322,25.127676569867806,2.5127676569867807,24.875137106854655,0.41879460949779673,10.0,1.0101522842639352,1.0049215388183257,0.039992616747677776,425.8074158056138,oxygen_limited,moma_linear,fva_informed,recon3d
