reaction_id,reaction_name,subsystem,gene_association,modulation_fraction,remaining_capacity_fraction,baseline_flux,modulated_flux,feasible,solver_status,objective_value,runtime,atp_demand,atp_per_glc,atp_per_o2,atp_per_carbon,glc_uptake,o2_uptake,lac_out,lac_per_atp,total_flux,condition,state_method,mod_method,model
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.0,1.0,101.3705583756348,101.37055837563454,True,optimal,121.52284263959396,0.759833574295044,121.52284263959393,12.152284263959393,6.076142131979696,2.0253807106598987,10.0,20.0,0.0,0.0,2184.8730964467027,aerobic,pfba,fva_informed,recon3d
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.05,0.95,101.3705583756348,96.44670050761418,True,optimal,121.52284263959393,0.8005161285400391,121.52284263959385,12.152284263959384,6.076142131979692,2.0253807106598973,10.0,20.0,0.0,0.0,2189.7969543147196,aerobic,pfba,fva_informed,recon3d
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.1,0.9,101.3705583756348,91.37055837563449,True,optimal,121.52284263959382,0.8485887050628662,121.52284263959386,12.152284263959386,6.076142131979693,2.0253807106598978,10.0,20.0,0.0,0.0,2458.8324873096535,aerobic,pfba,fva_informed,recon3d
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.15,0.85,101.3705583756348,86.2944162436548,True,optimal,121.52284263959395,0.8949766159057617,121.52284263959392,12.152284263959391,6.0761421319796955,2.0253807106598987,10.0,20.0,0.0,0.0,2902.8934010152284,aerobic,pfba,fva_informed,recon3d
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.2,0.8,101.3705583756348,81.2182741116751,True,optimal,121.21827411167509,0.8903419971466064,121.21827411167509,12.121827411167509,6.060913705583754,2.020304568527918,10.0,20.0,0.0,0.0,3350.2538071066047,aerobic,pfba,fva_informed,recon3d
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.25,0.75,101.3705583756348,76.1421319796954,True,optimal,116.1421319796954,0.9516623020172119,116.14213197969549,11.61421319796955,5.807106598984775,1.9357021996615915,10.0,20.0,0.0,0.0,3251.2690355330033,aerobic,pfba,fva_informed,recon3d
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.3,0.7,101.3705583756348,71.06598984771571,True,optimal,111.06598984771574,0.7420971393585205,111.0659898477157,11.10659898477157,5.553299492385785,1.8510998307952617,10.0,20.0,1.721934696801139e-14,1.5503708193319218e-16,3152.284263959387,aerobic,pfba,fva_informed,recon3d
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.35,0.65,101.3705583756348,65.98984771573602,True,optimal,105.98984771573612,0.8684046268463135,105.98984771573609,10.598984771573608,5.299492385786804,1.7664974619289349,10.0,20.0,0.0,0.0,3053.299492385796,aerobic,pfba,fva_informed,recon3d
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.4,0.6,101.3705583756348,60.913705583756325,True,optimal,100.9137055837563,0.8172712326049805,100.91370558375627,10.091370558375626,5.045685279187813,1.6818950930626044,10.0,20.0,0.0,0.0,2954.3147208121763,aerobic,pfba,fva_informed,recon3d
ATPS4mi,ATP synthase (four protons for one ATP),Oxidative phosphorylation,,0.45,0.55,101.3705583756348,55.83756345177664,True,optimal,95.83756345177663,1.0259947776794434,95.83756345177666,9.583756345177665,4.791878172588833,1.5972927241962778,10.0,20.0,0.0,0.0,2855.3299492385804,aerobic,pfba,fva_informed,recon3d
