Variable,OR,95% CI lower,95% CI upper,P-value
twin,1.0546194087121705,0.2838297669624287,3.918623860828649,0.9367063002597222
年齢(歳),1.0482012382489845,0.9617007711772302,1.1424820160243192,0.2840447234599439
BMI,0.9931650172217401,0.9305587532587262,1.0599833143032227,0.8364391938393618
GA_weeks,0.9316259929807202,0.8021671342068258,1.0819777497559904,0.35351172945948073
emergency,0.664566549640903,0.23457895382491592,1.882729425211994,0.4418429342328788
prior_cs,0.3846090128280204,0.12296971703942984,1.202931065549358,0.10050902429600425
HDP,1.3420377683572562,0.39610652638929905,4.546921728644309,0.6365543008222417
epidural,2.397924375304749,0.9624754440972368,5.974221311250156,0.060402352705244376
手術時間_min,1.0233427233183536,0.9968417652734016,1.0505482071985648,0.08476754032653946
