Variable,OR,95% CI lower,95% CI upper,P-value
twin,0.6690682755511035,0.5253114270225668,0.8521656570202436,0.0011292873536315347
年齢(歳),1.012081650432556,0.9981077257166996,1.02625121592639,0.09046392918806707
BMI,0.9963869822919832,0.99000421614508,1.0028108994794798,0.26963812094190287
GA_weeks,0.9674350761428977,0.9435465541667944,0.9919284029160538,0.009451749913305793
emergency,0.6424891310532476,0.542754712750424,0.7605503440582233,2.7456836093003803e-07
prior_cs,1.0281859008600334,0.8698836839455936,1.2152960979016114,0.7445392033533718
HDP,0.4075669201161882,0.31304518146081534,0.5306288172136835,2.609014637830381e-11
epidural,1.240358240623969,1.0605008187814473,1.4507188847355776,0.00704145534789819
手術時間_min,1.0019859127844855,0.9968683163633463,1.0071297812745625,0.4476227920047625
