Definition,Label,n,Events,twin_OR,twin_CI_lower,twin_CI_upper,twin_P,AIC,reduced_model
A,Primary: before delivery,3129,58,0.813308409390646,0.3085365465142227,2.1438969751191226,0.676051476446499,583.4625364730048,False
B,Secondary: any IONV (anesthesia→exit),3129,553,0.9223740734150708,0.6728830023791611,1.2643712626120256,0.6155486562421344,2898.5844202190056,False
C,Post-delivery only,3129,495,0.9409667730214497,0.6786552774283822,1.3046660025771888,0.7151598074596928,2723.1921739042273,False
D,Severe (≥2 drugs),3129,35,1.1513547632908694,0.39020769654074455,3.3972107744270383,0.7984932410559432,395.42149974845984,False
E,5-HT3 antagonist,3129,33,3.0203629966560777,1.211445446794175,7.530337132150874,0.0177168342051417,342.2729948497821,False
F,Excl. dexamethasone-only,3129,58,0.813308409390646,0.3085365465142227,2.1438969751191226,0.676051476446499,583.4625364730048,False
G,Drug count (Poisson),3129,594,1.0224116798232195,0.7830541416362977,1.3349340581413536,0.8706184801257753,3195.1278112072537,
