Stratum,n,Events,singleton_rate,twin_rate,twin_OR,twin_CI_lower,twin_CI_upper,twin_P
Hypotension (+),1630,38,2.476572958500669,1.3245033112582782,0.6096091315266927,0.13759647049862822,2.700819954858024,0.5145910056684704
Hypotension (−),1499,20,1.2791572610985704,1.5873015873015872,1.0546194087121705,0.2838297669624287,3.918623860828649,0.9367063002597222
