Variable,OR,95% CI lower,95% CI upper,P-value
twin,0.6096091315266927,0.13759647049862822,2.700819954858024,0.5145910056684704
年齢(歳),0.9752213460413521,0.9150429720655102,1.0393573884600231,0.4400609278163288
BMI,1.0173257158999445,0.9835605431794245,1.0522500311834235,0.3185517088216181
GA_weeks,1.045559450233039,0.900364878900451,1.2141683772768348,0.5591831264915321
emergency,0.6416311569059877,0.2706995080754572,1.5208396366858488,0.31356049750493575
prior_cs,1.2272299258106685,0.5865294891901649,2.5678048905686865,0.5867299444930734
HDP,0.6739159412194597,0.08802112544942443,5.1597010775630805,0.7039458782240371
epidural,1.9525738196959468,0.9986633517247965,3.817647373138661,0.05045878356368571
手術時間_min,1.0111290503547645,0.9917871465694191,1.0308481613295108,0.2613924736455473
