country_code,country,gdp_pc_ppp,co2_pc,year,co2_indicator
KOR,"Korea, Rep.",51718.2518656631,12.3387268331673,2021,EN.GHG.CO2.PC.CE.AR5
KIR,Kiribati,3024.21029665634,0.627059364216332,2021,EN.GHG.CO2.PC.CE.AR5
KEN,Kenya,5338.85243382781,0.404281044163676,2021,EN.GHG.CO2.PC.CE.AR5
KAZ,Kazakhstan,32945.8515725823,12.2524647603581,2021,EN.GHG.CO2.PC.CE.AR5
JOR,Jordan,10056.5611261239,1.96480214444574,2021,EN.GHG.CO2.PC.CE.AR5
JPN,Japan,45999.4617966896,8.5947828493867,2021,EN.GHG.CO2.PC.CE.AR5
JAM,Jamaica,10430.6909771759,2.28087572885193,2021,EN.GHG.CO2.PC.CE.AR5
ITA,Italy,49825.3934111848,5.58651571090224,2021,EN.GHG.CO2.PC.CE.AR5
ISR,Israel,46151.100820403,6.50617837249504,2021,EN.GHG.CO2.PC.CE.AR5
IRL,Ireland,116702.85817485,7.11906758228265,2021,EN.GHG.CO2.PC.CE.AR5
IRQ,Iraq,12731.7535755128,4.6367351965098,2021,EN.GHG.CO2.PC.CE.AR5
IRN,"Iran, Islamic Rep.",15884.4276775963,8.86620624375505,2021,EN.GHG.CO2.PC.CE.AR5
IDN,Indonesia,12757.0746440204,2.24993200107532,2021,EN.GHG.CO2.PC.CE.AR5
IND,India,7818.65701757504,1.83702951699406,2021,EN.GHG.CO2.PC.CE.AR5
ISL,Iceland,62720.7916832797,8.49269837861054,2021,EN.GHG.CO2.PC.CE.AR5
HUN,Hungary,38887.1909527154,5.29398400902426,2021,EN.GHG.CO2.PC.CE.AR5
HKG,"Hong Kong SAR, China",65884.9376260603,4.65895509301102,2021,EN.GHG.CO2.PC.CE.AR5
HND,Honduras,6202.98078812037,1.00784489455025,2021,EN.GHG.CO2.PC.CE.AR5
HTI,Haiti,3116.56505397604,0.299641674870628,2021,EN.GHG.CO2.PC.CE.AR5
GUY,Guyana,22865.9270968882,4.07256076774227,2021,EN.GHG.CO2.PC.CE.AR5
GNB,Guinea-Bissau,2522.12869240841,0.16319861514318,2021,EN.GHG.CO2.PC.CE.AR5
GIN,Guinea,3738.8051255133,0.370350839534597,2021,EN.GHG.CO2.PC.CE.AR5
GTM,Guatemala,11825.141273764,1.14808238131902,2021,EN.GHG.CO2.PC.CE.AR5
GRD,Grenada,15290.250903138,1.37803373097491,2021,EN.GHG.CO2.PC.CE.AR5
GRL,Greenland,69302.0088788237,9.67998164263146,2021,EN.GHG.CO2.PC.CE.AR5
GRC,Greece,33528.2271202515,5.08178234326352,2021,EN.GHG.CO2.PC.CE.AR5
GHA,Ghana,6607.50297378321,0.753155149511826,2021,EN.GHG.CO2.PC.CE.AR5
DEU,Germany,62630.7748127737,8.06128144646434,2021,EN.GHG.CO2.PC.CE.AR5
GEO,Georgia,18915.6534005263,3.32825506052133,2021,EN.GHG.CO2.PC.CE.AR5
GMB,"Gambia, The",2777.79620978324,0.185403006975905,2021,EN.GHG.CO2.PC.CE.AR5
GAB,Gabon,18523.5798032135,2.25718447508796,2021,EN.GHG.CO2.PC.CE.AR5
FRA,France,52517.3354905855,4.66820869200128,2021,EN.GHG.CO2.PC.CE.AR5
FIN,Finland,56790.3766177692,7.09479866241161,2021,EN.GHG.CO2.PC.CE.AR5
FJI,Fiji,10322.4279638854,1.46469279849375,2021,EN.GHG.CO2.PC.CE.AR5
FRO,Faroe Islands,68433.2144298182,0.0394062787337449,2021,EN.GHG.CO2.PC.CE.AR5
ETH,Ethiopia,2588.41310213778,0.156331429015701,2021,EN.GHG.CO2.PC.CE.AR5
SWZ,Eswatini,9990.43491951205,0.81982905586225,2021,EN.GHG.CO2.PC.CE.AR5
EST,Estonia,44247.4198971873,9.71169075504984,2021,EN.GHG.CO2.PC.CE.AR5
GNQ,Equatorial Guinea,16821.4486470413,2.86038210447434,2021,EN.GHG.CO2.PC.CE.AR5
SLV,El Salvador,10809.713399518,1.20400614983067,2021,EN.GHG.CO2.PC.CE.AR5
EGY,"Egypt, Arab Rep.",15579.0160861551,2.35795200966486,2021,EN.GHG.CO2.PC.CE.AR5
ECU,Ecuador,13507.4445638375,2.32777079470983,2021,EN.GHG.CO2.PC.CE.AR5
DOM,Dominican Republic,22053.4589869955,2.66716087668998,2021,EN.GHG.CO2.PC.CE.AR5
DMA,Dominica,15808.9743503945,1.13687092646052,2021,EN.GHG.CO2.PC.CE.AR5
DJI,Djibouti,5960.10807396825,0.731060389851309,2021,EN.GHG.CO2.PC.CE.AR5
DNK,Denmark,69327.998216527,5.04788249694838,2021,EN.GHG.CO2.PC.CE.AR5
CZE,Czechia,47796.0337408466,9.4724309646164,2021,EN.GHG.CO2.PC.CE.AR5
CYP,Cyprus,47632.5703125,5.25252617267475,2021,EN.GHG.CO2.PC.CE.AR5
HRV,Croatia,36930.076102199,4.5132213846884,2021,EN.GHG.CO2.PC.CE.AR5
CIV,Cote d'Ivoire,6045.20480490881,0.580322307864011,2021,EN.GHG.CO2.PC.CE.AR5
CRI,Costa Rica,24083.5988182437,1.59152551349924,2021,EN.GHG.CO2.PC.CE.AR5
COG,"Congo, Rep.",6263.21161292636,1.20634406636725,2021,EN.GHG.CO2.PC.CE.AR5
COD,"Congo, Dem. Rep.",1402.38560295221,0.0466742294309333,2021,EN.GHG.CO2.PC.CE.AR5
COM,Comoros,3449.0435745318,0.485471305614698,2021,EN.GHG.CO2.PC.CE.AR5
COL,Colombia,17383.0901728295,1.80057803586778,2021,EN.GHG.CO2.PC.CE.AR5
CHN,China,20843.2978347377,8.88715660313235,2021,EN.GHG.CO2.PC.CE.AR5
CHL,Chile,29106.6356522053,4.57991726498939,2021,EN.GHG.CO2.PC.CE.AR5
TCD,Chad,2435.07274651099,0.153189262919633,2021,EN.GHG.CO2.PC.CE.AR5
CAF,Central African Republic,1128.55237996459,0.0631247432561961,2021,EN.GHG.CO2.PC.CE.AR5
CYM,Cayman Islands,74160.4914000191,4.48023050151195,2021,EN.GHG.CO2.PC.CE.AR5
CAN,Canada,56995.0952020711,14.6897593568847,2021,EN.GHG.CO2.PC.CE.AR5
CMR,Cameroon,4793.55628200196,0.384499667443882,2021,EN.GHG.CO2.PC.CE.AR5
KHM,Cambodia,6225.53265474741,1.08885754085366,2021,EN.GHG.CO2.PC.CE.AR5
CPV,Cabo Verde,7685.41921393669,1.2540428801759,2021,EN.GHG.CO2.PC.CE.AR5
BDI,Burundi,1032.38274081999,0.0692145551715359,2021,EN.GHG.CO2.PC.CE.AR5
BFA,Burkina Faso,2486.43093147762,0.292658735345638,2021,EN.GHG.CO2.PC.CE.AR5
BGR,Bulgaria,30958.9830238332,7.04917445804336,2021,EN.GHG.CO2.PC.CE.AR5
BRN,Brunei Darussalam,78248.797127611,22.1070085296012,2021,EN.GHG.CO2.PC.CE.AR5
BRA,Brazil,18075.7060049068,2.41580858865319,2021,EN.GHG.CO2.PC.CE.AR5
BWA,Botswana,17960.6254447437,2.72602991287315,2021,EN.GHG.CO2.PC.CE.AR5
BIH,Bosnia and Herzegovina,18286.6614977175,7.09101986590062,2021,EN.GHG.CO2.PC.CE.AR5
BOL,Bolivia,11202.4409836707,1.83202986254917,2021,EN.GHG.CO2.PC.CE.AR5
BTN,Bhutan,13458.812666743,1.99176727595359,2021,EN.GHG.CO2.PC.CE.AR5
BMU,Bermuda,92319.6714861222,3.78511322856082,2021,EN.GHG.CO2.PC.CE.AR5
BEN,Benin,3464.2886286745,0.502981455061003,2021,EN.GHG.CO2.PC.CE.AR5
BLZ,Belize,11716.3267818656,0.850141395132365,2021,EN.GHG.CO2.PC.CE.AR5
BEL,Belgium,60669.2137746534,8.2875698190821,2021,EN.GHG.CO2.PC.CE.AR5
BLR,Belarus,27611.1801135157,6.30387145078492,2021,EN.GHG.CO2.PC.CE.AR5
BRB,Barbados,17686.7469386289,2.30908001857188,2021,EN.GHG.CO2.PC.CE.AR5
BGD,Bangladesh,7441.06913961254,0.702428158073895,2021,EN.GHG.CO2.PC.CE.AR5
BHR,Bahrain,54954.6757895532,24.8329361557867,2021,EN.GHG.CO2.PC.CE.AR5
BHS,"Bahamas, The",31064.6822166194,3.65514300923625,2021,EN.GHG.CO2.PC.CE.AR5
AZE,Azerbaijan,20111.3756952109,3.69156864195704,2021,EN.GHG.CO2.PC.CE.AR5
AUT,Austria,62968.8538770186,7.39223990896623,2021,EN.GHG.CO2.PC.CE.AR5
AUS,Australia,58327.4146842325,14.9787241100123,2021,EN.GHG.CO2.PC.CE.AR5
ABW,Aruba,35207.1709088639,4.71123491179201,2021,EN.GHG.CO2.PC.CE.AR5
ARM,Armenia,15921.705281964,2.51946122945009,2021,EN.GHG.CO2.PC.CE.AR5
ARG,Argentina,26300.274261175,4.09769704597303,2021,EN.GHG.CO2.PC.CE.AR5
ATG,Antigua and Barbuda,25745.4958067746,3.58964363447357,2021,EN.GHG.CO2.PC.CE.AR5
AGO,Angola,8720.18768742123,0.740292552255736,2021,EN.GHG.CO2.PC.CE.AR5
DZA,Algeria,14496.8654697299,4.05087238809753,2021,EN.GHG.CO2.PC.CE.AR5
ALB,Albania,18212.794718288,2.0532886275877,2021,EN.GHG.CO2.PC.CE.AR5
AFG,Afghanistan,2144.16657002819,0.312156784785117,2021,EN.GHG.CO2.PC.CE.AR5
WLD,World,19875.5669160609,4.68476409230163,2021,EN.GHG.CO2.PC.CE.AR5
UMC,Upper middle income,18796.441497948,6.11385707253371,2021,EN.GHG.CO2.PC.CE.AR5
TSS,Sub-Saharan Africa (IDA & IBRD countries),4720.48407808675,0.747288286884748,2021,EN.GHG.CO2.PC.CE.AR5
SSA,Sub-Saharan Africa (excluding high income),4718.40031939935,0.746686801886126,2021,EN.GHG.CO2.PC.CE.AR5
SSF,Sub-Saharan Africa,4720.48407808675,0.747288286884748,2021,EN.GHG.CO2.PC.CE.AR5
TSA,South Asia (IDA & IBRD),7815.21278442871,1.68776316100057,2021,EN.GHG.CO2.PC.CE.AR5
SAS,South Asia,7815.21278442871,1.68776316100057,2021,EN.GHG.CO2.PC.CE.AR5
SST,Small states,21262.5948218682,4.66196147266028,2021,EN.GHG.CO2.PC.CE.AR5
PRE,Pre-demographic dividend,4534.67817255594,0.564968645929087,2021,EN.GHG.CO2.PC.CE.AR5
PST,Post-demographic dividend,56629.4428654399,9.47401519074391,2021,EN.GHG.CO2.PC.CE.AR5
PSS,Pacific island small states,6133.27337662878,1.49533820886211,2021,EN.GHG.CO2.PC.CE.AR5
OSS,Other small states,23632.4052569572,3.90037217494107,2021,EN.GHG.CO2.PC.CE.AR5
OED,OECD members,51208.8336430486,8.53419073703897,2021,EN.GHG.CO2.PC.CE.AR5
NAC,North America,69953.4846892959,14.3528360081889,2021,EN.GHG.CO2.PC.CE.AR5
MIC,Middle income,13477.1480288886,3.87201233374418,2021,EN.GHG.CO2.PC.CE.AR5
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",9544.65393425022,2.73551562037933,2021,EN.GHG.CO2.PC.CE.AR5
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9516.64668717139,2.73551562037933,2021,EN.GHG.CO2.PC.CE.AR5
MEA,"Middle East, North Africa, Afghanistan & Pakistan",13667.9618940942,4.07701652507936,2021,EN.GHG.CO2.PC.CE.AR5
LMC,Lower middle income,7838.34718454926,1.43746375080732,2021,EN.GHG.CO2.PC.CE.AR5
LIC,Low income,2374.74913269038,0.316511811299149,2021,EN.GHG.CO2.PC.CE.AR5
LMY,Low & middle income,12294.6891013589,3.50104409003516,2021,EN.GHG.CO2.PC.CE.AR5
LDC,Least developed countries: UN classification,3753.1278014194,0.389385127332277,2021,EN.GHG.CO2.PC.CE.AR5
TLA,Latin America & the Caribbean (IDA & IBRD countries),18609.1190317645,2.64952763186331,2021,EN.GHG.CO2.PC.CE.AR5
LAC,Latin America & Caribbean (excluding high income),17991.1283749974,2.54310228944895,2021,EN.GHG.CO2.PC.CE.AR5
LCN,Latin America & Caribbean,18696.3210341683,2.64468495316375,2021,EN.GHG.CO2.PC.CE.AR5
LTE,Late-demographic dividend,22189.7622837471,7.65511511562528,2021,EN.GHG.CO2.PC.CE.AR5
IDA,IDA total,4825.30169071054,0.605148526249845,2021,EN.GHG.CO2.PC.CE.AR5
IDX,IDA only,4002.20344573931,0.44559896965503,2021,EN.GHG.CO2.PC.CE.AR5
IDB,IDA blend,6382.99566586346,0.898352013194244,2021,EN.GHG.CO2.PC.CE.AR5
IBT,IDA & IBRD total,13248.8138127169,3.76148601676729,2021,EN.GHG.CO2.PC.CE.AR5
IBD,IBRD only,16390.9943192501,4.93041084851231,2021,EN.GHG.CO2.PC.CE.AR5
HIC,High income,55735.7734268154,10.3129384573961,2021,EN.GHG.CO2.PC.CE.AR5
HPC,Heavily indebted poor countries (HIPC),3038.71814072197,0.32021206439102,2021,EN.GHG.CO2.PC.CE.AR5
EUU,European Union,51968.4388292725,6.31584352673514,2021,EN.GHG.CO2.PC.CE.AR5
TEC,Europe & Central Asia (IDA & IBRD countries),29918.4650718143,8.18396124059086,2021,EN.GHG.CO2.PC.CE.AR5
ECA,Europe & Central Asia (excluding high income),22179.1768626,5.39013877576093,2021,EN.GHG.CO2.PC.CE.AR5
ECS,Europe & Central Asia,42434.0454804633,7.0922837354562,2021,EN.GHG.CO2.PC.CE.AR5
EMU,Euro area,53780.959568799,6.19991469696055,2021,EN.GHG.CO2.PC.CE.AR5
TEA,East Asia & Pacific (IDA & IBRD countries),18167.4009161466,6.79804477264612,2021,EN.GHG.CO2.PC.CE.AR5
EAP,East Asia & Pacific (excluding high income),17966.100209993,6.74065000258692,2021,EN.GHG.CO2.PC.CE.AR5
EAS,East Asia & Pacific,21598.5847592384,7.05688175402826,2021,EN.GHG.CO2.PC.CE.AR5
EAR,Early-demographic dividend,10742.1039496291,2.33798703980314,2021,EN.GHG.CO2.PC.CE.AR5
CEB,Central Europe and the Baltics,40122.3609600588,7.0248875583285,2021,EN.GHG.CO2.PC.CE.AR5
CSS,Caribbean small states,23495.1590735021,8.53848494597321,2021,EN.GHG.CO2.PC.CE.AR5
ARB,Arab World,16194.2304401674,4.49856109572882,2021,EN.GHG.CO2.PC.CE.AR5
AFW,Africa Western and Central,5702.13488630478,0.527371718442601,2021,EN.GHG.CO2.PC.CE.AR5
AFE,Africa Eastern and Southern,4049.96951303993,0.899169592257325,2021,EN.GHG.CO2.PC.CE.AR5
