country_code,country,gdp_pc_ppp,co2_pc,year,co2_indicator
ZWE,Zimbabwe,4827.10960165994,0.68892544949393,2021,EN.GHG.CO2.PC.CE.AR5
ZMB,Zambia,3503.03491418372,0.49379688135964,2021,EN.GHG.CO2.PC.CE.AR5
VIR,Virgin Islands (U.S.),46893.5496988741,0.00188910928497214,2021,EN.GHG.CO2.PC.CE.AR5
VNM,Viet Nam,12048.9019935536,3.39788716841419,2021,EN.GHG.CO2.PC.CE.AR5
VUT,Vanuatu,3546.08021896872,0.95106385761178,2021,EN.GHG.CO2.PC.CE.AR5
UZB,Uzbekistan,9705.60054565692,3.9236623289729,2021,EN.GHG.CO2.PC.CE.AR5
URY,Uruguay,29431.8738833361,2.51768262973273,2021,EN.GHG.CO2.PC.CE.AR5
USA,United States,71441.231980595,14.3160979329351,2021,EN.GHG.CO2.PC.CE.AR5
GBR,United Kingdom,51840.4424245515,5.04516109767386,2021,EN.GHG.CO2.PC.CE.AR5
ARE,United Arab Emirates,68580.1312912676,20.8269278649571,2021,EN.GHG.CO2.PC.CE.AR5
UKR,Ukraine,17846.408203125,4.38244379511425,2021,EN.GHG.CO2.PC.CE.AR5
UGA,Uganda,2684.92035939744,0.176657279649966,2021,EN.GHG.CO2.PC.CE.AR5
TUV,Tuvalu,5551.80841999248,0.0,2021,EN.GHG.CO2.PC.CE.AR5
TCA,Turks and Caicos Islands,25056.4880515569,4.75211634949053,2021,EN.GHG.CO2.PC.CE.AR5
TKM,Turkmenistan,16259.8700051884,13.4562494897451,2021,EN.GHG.CO2.PC.CE.AR5
TUR,Turkiye,32105.5474400506,5.47500634541911,2021,EN.GHG.CO2.PC.CE.AR5
TUN,Tunisia,12444.3264026887,2.57438568493559,2021,EN.GHG.CO2.PC.CE.AR5
TTO,Trinidad and Tobago,30482.1201798631,20.9747593886329,2021,EN.GHG.CO2.PC.CE.AR5
TON,Tonga,6930.06482518663,1.95753151957531,2021,EN.GHG.CO2.PC.CE.AR5
TGO,Togo,2952.09730066985,0.319297354292546,2021,EN.GHG.CO2.PC.CE.AR5
TLS,Timor-Leste,6825.0458085995,0.526390245745068,2021,EN.GHG.CO2.PC.CE.AR5
THA,Thailand,20236.9760408784,3.74441224162639,2021,EN.GHG.CO2.PC.CE.AR5
TZA,Tanzania,3493.0830078125,0.30147502454703,2021,EN.GHG.CO2.PC.CE.AR5
TJK,Tajikistan,3985.91247611219,0.945809874035157,2021,EN.GHG.CO2.PC.CE.AR5
SYR,Syrian Arab Republic,4765.52911357702,1.48118445007612,2021,EN.GHG.CO2.PC.CE.AR5
CHE,Switzerland,83524.9832880195,4.32303993798183,2021,EN.GHG.CO2.PC.CE.AR5
SWE,Sweden,62190.8526983825,3.88625523254982,2021,EN.GHG.CO2.PC.CE.AR5
SUR,Suriname,18458.234999681,4.40057873816953,2021,EN.GHG.CO2.PC.CE.AR5
SDN,Sudan,3248.9755859375,0.491048688699115,2021,EN.GHG.CO2.PC.CE.AR5
VCT,St. Vincent and the Grenadines,16200.8994597845,1.14156805165255,2021,EN.GHG.CO2.PC.CE.AR5
LCA,St. Lucia,19141.3272253168,1.58075755369086,2021,EN.GHG.CO2.PC.CE.AR5
KNA,St. Kitts and Nevis,26896.6177065978,2.48487051728931,2021,EN.GHG.CO2.PC.CE.AR5
LKA,Sri Lanka,14316.1352225567,1.02995125473912,2021,EN.GHG.CO2.PC.CE.AR5
ESP,Spain,44251.6658222621,4.91513320564969,2021,EN.GHG.CO2.PC.CE.AR5
ZAF,South Africa,13681.9548144813,7.29340675223128,2021,EN.GHG.CO2.PC.CE.AR5
SOM,"Somalia, Fed. Rep.",1392.31782053371,0.0473151298233482,2021,EN.GHG.CO2.PC.CE.AR5
SLB,Solomon Islands,2450.18399709553,0.436144669947587,2021,EN.GHG.CO2.PC.CE.AR5
SVN,Slovenia,45922.6632600134,6.57475360268757,2021,EN.GHG.CO2.PC.CE.AR5
SVK,Slovak Republic,38330.302743447,6.72785720933896,2021,EN.GHG.CO2.PC.CE.AR5
SGP,Singapore,133990.186782104,10.2167829269876,2021,EN.GHG.CO2.PC.CE.AR5
SLE,Sierra Leone,2849.38865839009,0.181898998863687,2021,EN.GHG.CO2.PC.CE.AR5
SYC,Seychelles,29979.8272686091,7.9409216385581,2021,EN.GHG.CO2.PC.CE.AR5
SEN,Senegal,4173.67741399617,0.762104486376905,2021,EN.GHG.CO2.PC.CE.AR5
SAU,Saudi Arabia,62690.4966645929,19.1759893319934,2021,EN.GHG.CO2.PC.CE.AR5
STP,Sao Tome and Principe,5732.69456061536,0.713188352908844,2021,EN.GHG.CO2.PC.CE.AR5
WSM,Samoa,6350.92787033711,1.60679954532484,2021,EN.GHG.CO2.PC.CE.AR5
RWA,Rwanda,2776.39276387923,0.127784857801346,2021,EN.GHG.CO2.PC.CE.AR5
RUS,Russian Federation,38638.4296875,13.3920757412176,2021,EN.GHG.CO2.PC.CE.AR5
ROU,Romania,37534.0002643549,4.22268857135102,2021,EN.GHG.CO2.PC.CE.AR5
QAT,Qatar,116832.570294098,47.2839742745248,2021,EN.GHG.CO2.PC.CE.AR5
PRI,Puerto Rico (US),40559.226188957,3.8822998279662,2021,EN.GHG.CO2.PC.CE.AR5
PRT,Portugal,38657.6677223429,3.76014625214405,2021,EN.GHG.CO2.PC.CE.AR5
POL,Poland,41059.5847829682,8.76145594619199,2021,EN.GHG.CO2.PC.CE.AR5
PHL,Philippines,8857.78995115514,1.28744630350143,2021,EN.GHG.CO2.PC.CE.AR5
PER,Peru,15285.7706852395,1.79843805693361,2021,EN.GHG.CO2.PC.CE.AR5
PRY,Paraguay,15400.9446332428,1.19342950266764,2021,EN.GHG.CO2.PC.CE.AR5
PNG,Papua New Guinea,3977.44297360749,0.537976225859132,2021,EN.GHG.CO2.PC.CE.AR5
PAN,Panama,30932.7627780514,2.47873328262843,2021,EN.GHG.CO2.PC.CE.AR5
PLW,Palau,16312.190220013,74.7342968003149,2021,EN.GHG.CO2.PC.CE.AR5
PAK,Pakistan,5367.27364714762,0.956817705203498,2021,EN.GHG.CO2.PC.CE.AR5
OMN,Oman,38719.4587682049,19.4931188705775,2021,EN.GHG.CO2.PC.CE.AR5
NOR,Norway,92205.7698636049,8.21471362641264,2021,EN.GHG.CO2.PC.CE.AR5
MKD,North Macedonia,22144.1924252732,4.15543074626833,2021,EN.GHG.CO2.PC.CE.AR5
NGA,Nigeria,7588.47885587002,0.599006670437755,2021,EN.GHG.CO2.PC.CE.AR5
NER,Niger,1587.84784907329,0.116675523035947,2021,EN.GHG.CO2.PC.CE.AR5
NIC,Nicaragua,7119.16874782601,0.781445055571015,2021,EN.GHG.CO2.PC.CE.AR5
NZL,New Zealand,48202.0913368233,6.8263580222633,2021,EN.GHG.CO2.PC.CE.AR5
NLD,Netherlands,68573.5648786447,8.32113351224123,2021,EN.GHG.CO2.PC.CE.AR5
NPL,Nepal,4546.22970006289,0.589753828751882,2021,EN.GHG.CO2.PC.CE.AR5
NRU,Nauru,12113.787764494,0.0,2021,EN.GHG.CO2.PC.CE.AR5
NAM,Namibia,9709.09930646771,1.31835499696145,2021,EN.GHG.CO2.PC.CE.AR5
MMR,Myanmar,5178.44718217164,0.596355651595398,2021,EN.GHG.CO2.PC.CE.AR5
MOZ,Mozambique,1457.23540930922,0.288380146210081,2021,EN.GHG.CO2.PC.CE.AR5
MAR,Morocco,8623.265625,1.97891230504847,2021,EN.GHG.CO2.PC.CE.AR5
MNG,Mongolia,14792.2509086422,7.35537974094353,2021,EN.GHG.CO2.PC.CE.AR5
MDA,Moldova,15682.0703284653,3.71857097344219,2021,EN.GHG.CO2.PC.CE.AR5
FSM,"Micronesia, Fed. Sts.",3955.73141317971,0.00179172937719487,2021,EN.GHG.CO2.PC.CE.AR5
MEX,Mexico,20782.5877440905,3.54662489893704,2021,EN.GHG.CO2.PC.CE.AR5
MUS,Mauritius,23010.2013826906,3.14916917653636,2021,EN.GHG.CO2.PC.CE.AR5
MRT,Mauritania,5836.56580821897,0.931619299689918,2021,EN.GHG.CO2.PC.CE.AR5
MHL,Marshall Islands,6768.82579129624,0.00241738583895376,2021,EN.GHG.CO2.PC.CE.AR5
MLT,Malta,56823.9958525022,3.14078934671427,2021,EN.GHG.CO2.PC.CE.AR5
MLI,Mali,2796.22793795431,0.326094093296463,2021,EN.GHG.CO2.PC.CE.AR5
MDV,Maldives,19052.6224904311,3.25639247201417,2021,EN.GHG.CO2.PC.CE.AR5
MYS,Malaysia,29822.8491831618,7.5232628848407,2021,EN.GHG.CO2.PC.CE.AR5
MWI,Malawi,1687.59358179651,0.305223786714373,2021,EN.GHG.CO2.PC.CE.AR5
MDG,Madagascar,1577.43246056529,0.138189637609379,2021,EN.GHG.CO2.PC.CE.AR5
MAC,"Macao SAR, China",73374.4486829589,2.99970695970696,2021,EN.GHG.CO2.PC.CE.AR5
LUX,Luxembourg,136772.443753292,13.0933781621838,2021,EN.GHG.CO2.PC.CE.AR5
LTU,Lithuania,45897.3715026327,5.10322677130588,2021,EN.GHG.CO2.PC.CE.AR5
LBY,Libya,12641.5097714075,8.1793228617378,2021,EN.GHG.CO2.PC.CE.AR5
LBR,Liberia,1539.20892304674,0.159868484974207,2021,EN.GHG.CO2.PC.CE.AR5
LSO,Lesotho,2544.78249551214,0.33799947115729,2021,EN.GHG.CO2.PC.CE.AR5
LBN,Lebanon,11599.7755083765,2.92316253483224,2021,EN.GHG.CO2.PC.CE.AR5
LVA,Latvia,36912.0130602161,3.99598830452802,2021,EN.GHG.CO2.PC.CE.AR5
LAO,Lao PDR,8080.43553249923,3.19548907488521,2021,EN.GHG.CO2.PC.CE.AR5
KGZ,Kyrgyz Republic,5736.47883415154,1.53476225562031,2021,EN.GHG.CO2.PC.CE.AR5
KWT,Kuwait,50651.9575337091,22.9081845000934,2021,EN.GHG.CO2.PC.CE.AR5
