iso3_o,iso3_d,gdp_o,gdp_d,dist,tradeflow_baci
CUB,QAT,103428000,175837550.996,12702,69.25
CUB,ROU,103428000,249881592.298,9600,105.648
CUB,RUS,103428000,1693113904.263,9605,18412.66
CUB,RWA,103428000,10356327.149,12394,4.43
CUB,SAU,103428000,803616264.791,12392,268.733
CUB,SEN,103428000,23398811.424,6853,1754.447
CUB,SGP,103428000,375472731.271,17222,9522.063
CUB,SLV,103428000,26896660,1267,442.386
CUB,SRB,103428000,51514222.382,9182,1337.725
CUB,SVK,103428000,105284375.641,8796,1172.872
CUB,SVN,103428000,54178877.606,8700,953.765
CUB,SWE,103428000,533879529.188,8393,2813.506
CUB,SYC,103428000,1684228.529,15060,13.261
CUB,THA,103428000,544081056.185,15916,3940.46
CUB,TJK,103428000,8300784.857,12549,1.93
CUB,TUN,103428000,41772900.763,8723,320.179
CUB,TUR,103428000,761004425.605,9992,19242.858
CUB,TWN,103428000,610872000,14095,8450.058
CUB,UGA,103428000,35353060.634,12544,63.365
CUB,UKR,103428000,153882982.016,9547,1280.258
CUB,URY,103428000,61231149.881,6986,284.797
CUB,USA,103428000,21372572437,2103,2583.246
CUB,UZB,103428000,59907674.027,12300,10439.343
CUB,VCT,103428000,910149.699,2491,13.433
CUB,ZAF,103428000,387934574.098,13065,2209.231
CUB,ZMB,103428000,23308667.781,12755,7.474
CUW,CZE,2995185.487,252498032.247,8513,2.076
CUW,DEU,2995185.487,3888326788.627,8432,727.252
CUW,DNK,2995185.487,347561349.211,8372,2.071
CUW,DOM,2995185.487,88941299.734,714,5882.816
CUW,ECU,2995185.487,108108009,1991,26753.855
CUW,EGY,2995185.487,303080865.604,10305,7.963
CUW,ESP,2995185.487,1393046093.137,7054,52604.213
CUW,EST,2995185.487,31045591.753,9064,1.129
CUW,ETH,2995185.487,95912590.628,11700,588.689
CUW,FIN,2995185.487,268508200.125,9061,14.738
CUW,FJI,2995185.487,5496264.766,12798,9.878
CUW,FRA,2995185.487,2728870246.706,7636,517.851
CUW,GBR,2995185.487,2878673912.414,7499,807.039
CUW,GHA,2995185.487,68337537.816,7401,561.124
CUW,GMB,2995185.487,1813608.28,5665,286.76
CUW,GRC,2995185.487,205144152.831,9426,50.794
CUW,GRD,2995185.487,1213485.185,782,1583.988
CUW,GTM,2995185.487,77020015.201,2355,77.197
CUW,GUY,2995185.487,5173760.192,1321,3589.784
CUW,HND,2995185.487,25089976.947,1993,1721.946
CUW,HUN,2995185.487,163526491.433,8876,1.012
CUW,IDN,2995185.487,1119099868.265,19214,616.944
CUW,IND,2995185.487,2831552222.52,14218,25576.954
CUW,IRL,2995185.487,399122063.504,7133,3.282
CUW,ITA,2995185.487,2011285742.552,8414,9692.211
CUW,JAM,2995185.487,15830768.55,1067,2714.698
CUW,JPN,2995185.487,5123318151.511,13923,78.875
CUW,KOR,2995185.487,1651422932.448,14262,7.14
CUW,LAO,2995185.487,18740559.554,16552,4.461
CUW,LBN,2995185.487,51605959.131,10564,0.079
CUW,LCA,2995185.487,2118791.548,887,788.644
CUW,LKA,2995185.487,83902574.443,15982,10.187
CUW,LSO,2995185.487,2451257.579,11280,7.211
CUW,LTU,2995185.487,54697379.017,9187,0.247
CUW,LUX,2995185.487,70195715.496,7917,5.354
CUW,LVA,2995185.487,34308783.825,9071,1361.954
CUW,MAR,2995185.487,119870439.114,6626,4276.665
CUW,MDA,2995185.487,11971345.003,9616,0.057
CUW,MEX,2995185.487,1269404276.771,3331,5.449
CUW,MLI,2995185.487,17280250.805,6611,143.33
CUW,MLT,2995185.487,15719500.921,8648,0.17
CUW,MNE,2995185.487,5542201.151,8966,1.647
CUW,MOZ,2995185.487,15390031.04,11725,1480.868
CUW,MRT,2995185.487,7889655.284,5713,2498.823
CUW,MUS,2995185.487,14045808.843,14258,0.819
CUW,MYS,2995185.487,365276379.481,18033,9.204
CUW,NAM,2995185.487,12543203.411,10124,3.842
CUW,NGA,2995185.487,448120428.859,7952,1542.456
CUW,NIC,2995185.487,12596636.042,1885,0.653
CUW,NLD,2995185.487,910194347.569,7853,12197.927
CUW,NOR,2995185.487,404941363.636,8274,58.698
CUW,PAK,2995185.487,320909489.23,13732,351.755
CUW,PER,2995185.487,228323495.041,2817,15.989
CUW,PHL,2995185.487,376823278.561,16858,1390.152
CUW,POL,2995185.487,597280564.672,8950,649.493
CUW,PRT,2995185.487,239986922.639,6565,0.538
CUW,PRY,2995185.487,37925338.329,4316,289.792
CUW,ROU,2995185.487,249881592.298,9472,0.375
CUW,RUS,2995185.487,1693113904.263,9912,26.391
CUW,SAU,2995185.487,803616264.791,11943,1903.871
CUW,SGP,2995185.487,375472731.271,18328,1787.733
CUW,SLV,2995185.487,26896660,2204,0.184
CUW,SUR,2995185.487,3984483.762,1663,6491.811
CUW,SVK,2995185.487,105284375.641,8724,25.578
CUW,SWE,2995185.487,533879529.188,8688,3.59
CUW,SYC,2995185.487,1684228.529,13865,2.701
CUW,THA,2995185.487,544081056.185,16924,786.475
CUW,TWN,2995185.487,610872000,15747,3037.928
CUW,UGA,2995185.487,35353060.634,11264,1.984
CUW,USA,2995185.487,21372572437,3209,66829.276
CUW,VCT,2995185.487,910149.699,845,425.472
CUW,ZAF,2995185.487,387934574.098,11289,86.371
CUW,ZMB,2995185.487,23308667.781,11130,141.587
CUW,ZWE,2995185.487,19284289.739,11465,26.328
CYM,CZE,5943589.096,252498032.247,8788,67.301
CYM,DEU,5943589.096,3888326788.627,8644,4968.757
CYM,DNK,5943589.096,347561349.211,8500,0.283
CYM,DOM,5943589.096,88941299.734,1212,2.296
CYM,ECU,5943589.096,108108009,2378,2.04
CYM,ESP,5943589.096,1393046093.137,7621,167034.577
CYM,ETH,5943589.096,95912590.628,12756,20.292
CYM,FIN,5943589.096,268508200.125,9031,2.561
CYM,FJI,5943589.096,5496264.766,11698,0.08
CYM,FRA,5943589.096,2728870246.706,7966,791.852
CYM,GBR,5943589.096,2878673912.414,7753,1786.206
CYM,GRC,5943589.096,205144152.831,9966,60.312
CYM,GRD,5943589.096,1213485.185,2249,32092.332
CYM,GUY,5943589.096,5173760.192,2866,36.289
CYM,HND,5943589.096,25089976.947,848,47.772
CYM,HRV,5943589.096,62246206.341,9045,987.372
CYM,HUN,5943589.096,163526491.433,9202,0.874
CYM,IDN,5943589.096,1119099868.265,18314,51.807
CYM,IND,5943589.096,2831552222.52,14225,754.647
CYM,IRL,5943589.096,399122063.504,7327,459.961
CYM,ISL,5943589.096,24857740.445,6628,0.3
CYM,ISR,5943589.096,397934596.953,11159,276.92
CYM,ITA,5943589.096,2011285742.552,8912,6020.662
CYM,JAM,5943589.096,15830768.55,504,928.938
CYM,JPN,5943589.096,5123318151.511,12546,6.714
CYM,KAZ,5943589.096,181667190.076,12735,5.364
CYM,KEN,5943589.096,100379713.697,13017,1.614
CYM,KOR,5943589.096,1651422932.448,13050,45.1
CYM,LCA,5943589.096,2118791.548,2250,31.576
CYM,LKA,5943589.096,83902574.443,16458,1.142
CYM,LUX,5943589.096,70195715.496,8223,5.814
CYM,LVA,5943589.096,34308783.825,9129,0.188
CYM,MLT,5943589.096,15719500.921,9287,31038.531
CYM,MMR,5943589.096,68697759.361,16003,5.898
CYM,MNE,5943589.096,5542201.151,9421,0.601
CYM,MOZ,5943589.096,15390031.04,13257,2.187
CYM,MUS,5943589.096,14045808.843,15732,5.101
CYM,MYS,5943589.096,365276379.481,17501,46.922
CYM,NIC,5943589.096,12596636.042,948,0.016
CYM,NLD,5943589.096,910194347.569,8083,1201563.375
CYM,NOR,5943589.096,404941363.636,8287,1324.622
CYM,NZL,5943589.096,213434571.358,12483,7743.064
CYM,PAK,5943589.096,320909489.23,14049,23.241
CYM,PER,5943589.096,228323495.041,3498,2.284
CYM,PHL,5943589.096,376823278.561,15535,0.127
CYM,POL,5943589.096,597280564.672,9145,45.038
CYM,PRT,5943589.096,239986922.639,7177,16.357
CYM,RUS,5943589.096,1693113904.263,9924,44.541
CYM,SAU,5943589.096,803616264.791,12585,23.704
CYM,SGP,5943589.096,375472731.271,17659,215.496
CYM,SLV,5943589.096,26896660,1039,0.034
CYM,SRB,5943589.096,51514222.382,9413,0.008
CYM,SUR,5943589.096,3984483.762,3204,551.171
CYM,SWE,5943589.096,533879529.188,8703,21.459
CYM,SWZ,5943589.096,4466066.557,13132,0.052
CYM,SYC,5943589.096,1684228.529,15076,0.013
CYM,THA,5943589.096,544081056.185,16347,106.62
CYM,TUN,5943589.096,41772900.763,8884,1.238
CYM,TUR,5943589.096,761004425.605,10219,87.33
CYM,TWN,5943589.096,610872000,14521,26.308
CYM,URY,5943589.096,61231149.881,6556,4.93
CYM,USA,5943589.096,21372572437,2477,32901.58
CYM,ZAF,5943589.096,387934574.098,12825,70.119
CYM,ZMB,5943589.096,23308667.781,12594,0.418
CYP,CZE,25758357.775,252498032.247,2260,31118.545
CYP,DEU,25758357.775,3888326788.627,2492,111309.779
CYP,DJI,25758357.775,3088853.639,2792,239.458
CYP,DMA,25758357.775,611537.037,9468,132.849
CYP,DNK,25758357.775,347561349.211,2778,93137.508
CYP,DOM,25758357.775,88941299.734,9993,197.515
CYP,DZA,25758357.775,171767403.748,2730,12251.154
CYP,ECU,25758357.775,108108009,12257,990.143
CYP,EGY,25758357.775,303080865.604,602,31954.659
CYP,ESP,25758357.775,1393046093.137,3292,48628.121
CYP,EST,25758357.775,31045591.753,2771,7931.379
CYP,ETH,25758357.775,95912590.628,2946,12120.863
CYP,FIN,25758357.775,268508200.125,2846,15958.868
CYP,FJI,25758357.775,5496264.766,16098,211.529
CYP,FRA,25758357.775,2728870246.706,2956,72088.049
CYP,GAB,25758357.775,16874405.84,4580,26.33
CYP,GBR,25758357.775,2878673912.414,3224,320212.555
CYP,GEO,25758357.775,17470436.259,1235,5782.636
CYP,GHA,25758357.775,68337537.816,4768,950.639
CYP,GIN,25758357.775,13442861.444,5539,614.488
CYP,GMB,25758357.775,1813608.28,5549,381.525
CYP,GNQ,25758357.775,11364134.109,4422,10.691
CYP,GRC,25758357.775,205144152.831,915,367609.133
CYP,GRD,25758357.775,1213485.185,9707,76.436
CYP,GRL,25758357.775,2994332.324,6320,40.694
CYP,GTM,25758357.775,77020015.201,11938,522.774
CYP,GUY,25758357.775,5173760.192,9719,599.217
CYP,HKG,25758357.775,363052489.184,7817,95842.609
CYP,HND,25758357.775,25089976.947,11721,432.635
CYP,HRV,25758357.775,62246206.341,1883,11500.208
CYP,HTI,25758357.775,14785839.383,10193,116.457
CYP,HUN,25758357.775,163526491.433,1815,64121.701
CYP,IDN,25758357.775,1119099868.265,8925,49792.232
CYP,IND,25758357.775,2831552222.52,4176,404534.394
CYP,IRL,25758357.775,399122063.504,3684,5941.494
CYP,IRN,25758357.775,291362916.336,1638,9287.477
CYP,IRQ,25758357.775,233636097.8,1036,12890.716
CYP,ISL,25758357.775,24857740.445,4882,836.465
CYP,ISR,25758357.775,397934596.953,366,140213.867
CYP,ITA,25758357.775,2011285742.552,1962,169313.766
CYP,JAM,25758357.775,15830768.55,10598,134.022
CYP,JOR,25758357.775,44502895.915,428,12210.95
CYP,JPN,25758357.775,5123318151.511,9073,1413.029
CYP,KAZ,25758357.775,181667190.076,3821,3826.292
CYP,KEN,25758357.775,100379713.697,4050,1806.282
CYP,KGZ,25758357.775,8871026.074,3633,547.443
CYP,KHM,25758357.775,27089389.787,7608,1160.067
CYP,KNA,25758357.775,1164877.852,9458,1816.844
CYP,KOR,25758357.775,1651422932.448,8016,46284.628
CYP,KWT,25758357.775,136196760.181,1517,16963.603
CYP,LAO,25758357.775,18740559.554,7019,5.475
CYP,LBN,25758357.775,51605959.131,239,87847.203
CYP,LBR,25758357.775,3319596.5,5530,58906.042
CYP,LBY,25758357.775,69252306.372,1878,353178.098
CYP,LCA,25758357.775,2118791.548,9516,39.905
CYP,LKA,25758357.775,83902574.443,5678,20328.185
CYP,LSO,25758357.775,2451257.579,7163,278.936
CYP,LTU,25758357.775,54697379.017,2259,25227.063
CYP,LUX,25758357.775,70195715.496,2733,5351.857
CYP,LVA,25758357.775,34308783.825,2520,8394.89
CYP,MAC,25758357.775,55204758.07,7765,508.007
CYP,MAR,25758357.775,119870439.114,3747,3531.077
CYP,MDA,25758357.775,11971345.003,1368,825.682
CYP,MDG,25758357.775,14191911.512,6169,399.367
CYP,MDV,25758357.775,5607762.625,5366,898.239
CYP,MEX,25758357.775,1269404276.771,12165,36305.105
CYP,MHL,25758357.775,239462.2,13595,79209.852
CYP,MKD,25758357.775,12606338.449,1286,2666.815
CYP,MLI,25758357.775,17280250.805,4843,152.203
CYP,MLT,25758357.775,15719500.921,1709,51397.278
CYP,MMR,25758357.775,68697759.361,6499,2290.344
CYP,MNE,25758357.775,5542201.151,1465,1493.904
CYP,MNG,25758357.775,14206359.007,6058,576.914
CYP,MNP,25758357.775,1182000,10978,0.504
CYP,MOZ,25758357.775,15390031.04,6766,932.053
CYP,MRT,25758357.775,7889655.284,5205,7193.472
CYP,MUS,25758357.775,14045808.843,6632,2262.3
CYP,MWI,25758357.775,11025370.769,5437,826.549
CYP,MYS,25758357.775,365276379.481,7846,8105.903
CYP,NAM,25758357.775,12543203.411,6615,8542.99
CYP,NCL,25758357.775,9438130.987,15273,264.235
CYP,NER,25758357.775,12916455.161,3946,452.224
CYP,NGA,25758357.775,448120428.859,4418,43361.173
CYP,NIC,25758357.775,12596636.042,11791,120.313
CYP,NLD,25758357.775,910194347.569,2952,119816.287
CYP,NOR,25758357.775,404941363.636,3201,86362.468
CYP,NPL,25758357.775,34186190.996,4953,451.363
CYP,NZL,25758357.775,213434571.358,16564,3531.941
CYP,OMN,25758357.775,88060858.257,2751,4893.481
CYP,PAK,25758357.775,320909489.23,3425,3705.424
CYP,PAN,25758357.775,66984427.2,11460,27202.383
CYP,PER,25758357.775,228323495.041,12625,307.032
CYP,PHL,25758357.775,376823278.561,8879,2306.119
CYP,PNG,25758357.775,24751344.561,12775,205.925
CYP,POL,25758357.775,597280564.672,2135,91746.173
CYP,PRT,25758357.775,239986922.639,3773,8683.44
CYP,PRY,25758357.775,37925338.329,11670,264.085
CYP,PSE,25758357.775,17133500,417,2521.352
CYP,PYF,25758357.775,6008055.248,18030,408.352
CYP,QAT,25758357.775,175837550.996,2049,12225.29
CYP,ROU,25758357.775,249881592.298,1202,45945.097
CYP,RUS,25758357.775,1693113904.263,2312,35901.082
CYP,RWA,25758357.775,10356327.149,4122,195.803
CYP,SAU,25758357.775,803616264.791,1731,61339.138
CYP,SDN,25758357.775,32338079.165,2174,5093.396
CYP,SEN,25758357.775,23398811.424,5539,423.851
CYP,SGP,25758357.775,375472731.271,8161,62703.995
CYP,SLB,25758357.775,1570093.229,13918,32.227
CYP,SLE,25758357.775,4076578.543,5578,61.643
CYP,SLV,25758357.775,26896660,11906,114.981
CYP,SMR,25758357.775,1616231.696,2037,33.137
CYP,SOM,25758357.775,6476674.592,3870,1505.742
CYP,SRB,25758357.775,51514222.382,1534,8165.765
CYP,STP,25758357.775,427425.04,4744,0.759
CYP,SUR,25758357.775,3984483.762,9508,84.615
CYP,SVK,25758357.775,105284375.641,1971,22397.857
CYP,SVN,25758357.775,54178877.606,1994,19361.644
CYP,SWE,25758357.775,533879529.188,2910,54874.744
CYP,SWZ,25758357.775,4466066.557,6808,133.779
CYP,SYC,25758357.775,1684228.529,4972,1084.114
CYP,TCD,25758357.775,11314951.343,3152,61.575
CYP,TGO,25758357.775,7220395.248,4601,525.015
CYP,THA,25758357.775,544081056.185,7078,16348.877
CYP,TJK,25758357.775,8300784.857,3161,127.602
CYP,TLS,25758357.775,2047931.7,10755,222.127
CYP,TTO,25758357.775,23886216.403,9776,801.288
CYP,TUN,25758357.775,41772900.763,2095,20118.073
CYP,TUR,25758357.775,761004425.605,756,69647.589
CYP,TWN,25758357.775,610872000,8294,5156.291
CYP,TZA,25758357.775,61136873.692,4688,2673.171
CYP,UGA,25758357.775,35353060.634,3858,2124.793
CYP,UKR,25758357.775,153882982.016,1714,20416.048
CYP,URY,25758357.775,61231149.881,12095,232.756
CYP,USA,25758357.775,21372572437,8806,79117.598
CYP,UZB,25758357.775,59907674.027,3188,1077.328
CYP,VCT,25758357.775,910149.699,9590,206.836
CYP,VNM,25758357.775,330391329.476,7817,42740.516
CYP,VUT,25758357.775,936526.268,15186,96.132
CYP,WSM,25758357.775,852007.105,16564,41.905
CYP,YEM,25758357.775,21887614.217,2447,1326.509
CYP,ZAF,25758357.775,387934574.098,6815,5238.785
CYP,ZMB,25758357.775,23308667.781,5623,559.633
CYP,ZWE,25758357.775,19284289.739,5869,1511.22
CZE,DEU,252498032.247,3888326788.627,280,61656421
CZE,DJI,252498032.247,3088853.639,5013,393.748
CZE,DNK,252498032.247,347561349.211,634,1969024.938
CZE,DOM,252498032.247,88941299.734,8054,8349.061
CZE,DZA,252498032.247,171767403.748,1740,92890.137
CZE,ECU,252498032.247,108108009,10502,28565.178
CZE,EGY,252498032.247,303080865.604,2635,416949.747
CZE,ESP,252498032.247,1393046093.137,1775,6321022.523
CZE,EST,252498032.247,31045591.753,1232,385976.535
CZE,ETH,252498032.247,95912590.628,5078,25241.356
CZE,FIN,252498032.247,268508200.125,1304,1048113.27
CZE,FJI,252498032.247,5496264.766,16187,255.14
CZE,FRA,252498032.247,2728870246.706,885,10090393.633
CZE,GAB,252498032.247,16874405.84,5527,1635.58
CZE,GBR,252498032.247,2878673912.414,1036,8926364.035
CZE,GEO,252498032.247,17470436.259,2516,99189.397
CZE,GHA,252498032.247,68337537.816,5039,17087.896
CZE,GIN,252498032.247,13442861.444,5184,976.537
CZE,GMB,252498032.247,1813608.28,4947,528.751
CZE,GNB,252498032.247,1439638.443,5048,25.135
CZE,GNQ,252498032.247,11364134.109,5363,3877.73
CZE,GRC,252498032.247,205144152.831,1539,516939.698
CZE,GRD,252498032.247,1213485.185,8003,117.933
CZE,GRL,252498032.247,2994332.324,4075,626.029
CZE,GTM,252498032.247,77020015.201,9807,8307.298
CZE,GUM,252498032.247,6364000,11468,1.639
CZE,GUY,252498032.247,5173760.192,8190,393.228
CZE,HKG,252498032.247,363052489.184,8804,422605.617
CZE,HND,252498032.247,25089976.947,9629,7897.893
CZE,HRV,252498032.247,62246206.341,489,711968.656
CZE,HTI,252498032.247,14785839.383,8222,5.092
CZE,HUN,252498032.247,163526491.433,445,6258362.875
CZE,IDN,252498032.247,1119099868.265,10708,279215.11
CZE,IND,252498032.247,2831552222.52,5714,634813.747
CZE,IRL,252498032.247,399122063.504,1468,961417.92
CZE,IRN,252498032.247,291362916.336,3372,29667.9
CZE,IRQ,252498032.247,233636097.8,3077,55753.048
CZE,ISL,252498032.247,24857740.445,2642,49024.495
CZE,ISR,252498032.247,397934596.953,2614,931873.5
CZE,ITA,252498032.247,2011285742.552,923,7781276.75
CZE,JAM,252498032.247,15830768.55,8579,964.173
CZE,JOR,252498032.247,44502895.915,2688,124474.229
CZE,JPN,252498032.247,5123318151.511,9093,1289284.75
CZE,KAZ,252498032.247,181667190.076,4700,325494.466
CZE,KEN,252498032.247,100379713.697,6081,25027.73
CZE,KGZ,252498032.247,8871026.074,4561,8100.888
CZE,KHM,252498032.247,27089389.787,9067,6839.598
CZE,KIR,252498032.247,177935.349,13953,1.054
CZE,KNA,252498032.247,1164877.852,7640,1.42
CZE,KOR,252498032.247,1651422932.448,8270,516365.744
CZE,KWT,252498032.247,136196760.181,3632,84207.053
CZE,LAO,252498032.247,18740559.554,8369,8030.592
CZE,LBN,252498032.247,51605959.131,2489,58346.958
CZE,LBR,252498032.247,3319596.5,5394,621.868
CZE,LBY,252498032.247,69252306.372,1914,13356.808
CZE,LCA,252498032.247,2118791.548,7787,53.981
CZE,LKA,252498032.247,83902574.443,7678,11977.043
CZE,LSO,252498032.247,2451257.579,8889,108.934
CZE,LTU,252498032.247,54697379.017,898,765424.445
CZE,LUX,252498032.247,70195715.496,598,317408.737
CZE,LVA,252498032.247,34308783.825,996,290542.197
CZE,MAC,252498032.247,55204758.07,8768,2108.201
CZE,MAR,252498032.247,119870439.114,2571,438699.019
CZE,MDA,252498032.247,11971345.003,1118,128704.031
CZE,MDG,252498032.247,14191911.512,8308,2187.712
CZE,MDV,252498032.247,5607762.625,7489,6890.513
CZE,MEX,252498032.247,1269404276.771,9939,1010971.488
CZE,MKD,252498032.247,12606338.449,1049,178851.457
CZE,MLI,252498032.247,17280250.805,4628,11499.078
CZE,MLT,252498032.247,15719500.921,1576,30872.773
CZE,MMR,252498032.247,68697759.361,8008,9997.805
CZE,MNE,252498032.247,5542201.151,928,54595.352
CZE,MNG,252498032.247,14206359.007,6311,19980.607
CZE,MNP,252498032.247,1182000,11356,36.966
CZE,MOZ,252498032.247,15390031.04,8610,3337.647
CZE,MRT,252498032.247,7889655.284,4463,1226.265
CZE,MUS,252498032.247,14045808.843,8860,14881.396
CZE,MWI,252498032.247,11025370.769,7344,1417.694
CZE,MYS,252498032.247,365276379.481,9547,214769.748
CZE,NAM,252498032.247,12543203.411,8051,3914.737
CZE,NCL,252498032.247,9438130.987,16077,4671.254
CZE,NER,252498032.247,12916455.161,4208,3114.505
CZE,NGA,252498032.247,448120428.859,4945,119356.278
CZE,NIC,252498032.247,12596636.042,9731,2627.527
CZE,NLD,252498032.247,910194347.569,712,7488466.289
CZE,NOR,252498032.247,404941363.636,1118,880047.834
CZE,NPL,252498032.247,34186190.996,6366,9811.52
CZE,NZL,252498032.247,213434571.358,17861,128230.481
CZE,OMN,252498032.247,88060858.257,4808,56621.202
CZE,PAK,252498032.247,320909489.23,5285,77350.645
CZE,PAN,252498032.247,66984427.2,9528,6706.205
CZE,PER,252498032.247,228323495.041,11129,69107.57
CZE,PHL,252498032.247,376823278.561,9915,131472.527
CZE,PLW,252498032.247,274200,11431,20.129
CZE,PNG,252498032.247,24751344.561,13763,1724.107
CZE,POL,252498032.247,597280564.672,519,11818660.375
CZE,PRT,252498032.247,239986922.639,2247,728561.218
CZE,PRY,252498032.247,37925338.329,10943,7743.633
CZE,PSE,252498032.247,17133500,2650,20518.004
CZE,PYF,252498032.247,6008055.248,16122,5375.651
CZE,QAT,252498032.247,175837550.996,4197,121884.378
CZE,ROU,252498032.247,249881592.298,1083,3065313.914
CZE,RUS,252498032.247,1693113904.263,1673,4230497.539
CZE,RWA,252498032.247,10356327.149,5957,2057.646
CZE,SAU,252498032.247,803616264.791,3958,665928.787
CZE,SDN,252498032.247,32338079.165,4164,11028.276
CZE,SEN,252498032.247,23398811.424,4867,17138.094
CZE,SGP,252498032.247,375472731.271,9859,392175.493
CZE,SLE,252498032.247,4076578.543,5275,53.326
CZE,SLV,252498032.247,26896660,9797,17481.404
CZE,SMR,252498032.247,1616231.696,700,1605.749
CZE,SOM,252498032.247,6476674.592,6073,397.443
CZE,SRB,252498032.247,51514222.382,742,763500.484
CZE,SUR,252498032.247,3984483.762,8060,1403.88
CZE,SVK,252498032.247,105284375.641,291,14797170.5
CZE,SVN,252498032.247,54178877.606,449,974043.555
CZE,SWE,252498032.247,533879529.188,1055,3144558.685
CZE,SWZ,252498032.247,4466066.557,8622,1952.125
CZE,SYC,252498032.247,1684228.529,7226,1906.343
CZE,TCA,252498032.247,1197415,7898,525.367
CZE,TCD,252498032.247,11314951.343,4212,3585.637
CZE,TGO,252498032.247,7220395.248,5026,3886.005
CZE,THA,252498032.247,544081056.185,8575,202967.339
CZE,TJK,252498032.247,8300784.857,4416,7600.166
CZE,TKM,252498032.247,45231428.571,3710,7063.877
CZE,TLS,252498032.247,2047931.7,12239,17.513
CZE,TTO,252498032.247,23886216.403,8103,1937.816
CZE,TUN,252498032.247,41772900.763,1513,177556.508
CZE,TUR,252498032.247,761004425.605,1513,1959010.227
CZE,TWN,252498032.247,610872000,9040,285850.017
CZE,TZA,252498032.247,61136873.692,6747,10921.313
CZE,UGA,252498032.247,35353060.634,5780,15758.67
CZE,UKR,252498032.247,153882982.016,1146,1533878.031
CZE,URY,252498032.247,61231149.881,11681,9595.407
CZE,USA,252498032.247,21372572437,6588,4589903.461
CZE,UZB,252498032.247,59907674.027,4279,110395.346
CZE,VCT,252498032.247,910149.699,7874,27.542
CZE,VNM,252498032.247,330391329.476,9260,104357.649
CZE,VUT,252498032.247,936526.268,15732,44.401
CZE,WSM,252498032.247,852007.105,15944,559.189
CZE,YEM,252498032.247,21887614.217,4695,6221.021
CZE,ZAF,252498032.247,387934574.098,8557,776816.908
CZE,ZMB,252498032.247,23308667.781,7382,7280.858
CZE,ZWE,252498032.247,19284289.739,7699,2662.311
DEU,DJI,3888326788.627,3088853.639,5263,18703.822
DEU,DMA,3888326788.627,611537.037,7645,1736.417
DEU,DNK,3888326788.627,347561349.211,355,21092379.813
DEU,DOM,3888326788.627,88941299.734,7949,337718.944
DEU,DZA,3888326788.627,171767403.748,1932,2067139.426
DEU,ECU,3888326788.627,108108009,10423,511807.352
DEU,EGY,3888326788.627,303080865.604,2892,3992604.859
DEU,ESP,3888326788.627,1393046093.137,1872,47655912.75
DEU,EST,3888326788.627,31045591.753,1043,1962645.953
DEU,ETH,3888326788.627,95912590.628,5341,360389.265
DEU,FIN,3888326788.627,268508200.125,1107,11543189.938
DEU,FJI,3888326788.627,5496264.766,15974,14006.792
DEU,FRA,3888326788.627,2728870246.706,881,113414567.25
DEU,FSM,3888326788.627,412479.413,12625,54.381
DEU,GAB,3888326788.627,16874405.84,5790,43858.825
DEU,GBR,3888326788.627,2878673912.414,935,85800538.75
DEU,GEO,3888326788.627,17470436.259,2643,488616.884
DEU,GHA,3888326788.627,68337537.816,5265,285479.266
DEU,GIN,3888326788.627,13442861.444,5353,166584.793
DEU,GMB,3888326788.627,1813608.28,5091,26046.549
DEU,GNB,3888326788.627,1439638.443,5202,3045.819
DEU,GNQ,3888326788.627,11364134.109,5626,24841.857
DEU,GRC,3888326788.627,205144152.831,1807,6474927.398
DEU,GRD,3888326788.627,1213485.185,7949,4623.535
DEU,GRL,3888326788.627,2994332.324,3830,15244.039
DEU,GTM,3888326788.627,77020015.201,9647,338873.146
DEU,GUM,3888326788.627,6364000,11343,6985.339
DEU,GUY,3888326788.627,5173760.192,8166,18201.493
DEU,HKG,3888326788.627,363052489.184,8768,6454364.281
DEU,HND,3888326788.627,25089976.947,9480,162442.922
DEU,HRV,3888326788.627,62246206.341,769,4106596.238
DEU,HTI,3888326788.627,14785839.383,8109,31368.847
DEU,HUN,3888326788.627,163526491.433,689,28607613.031
DEU,IDN,3888326788.627,1119099868.265,10785,3212273.859
DEU,IND,3888326788.627,2831552222.52,5786,13401599.594
DEU,IRL,3888326788.627,399122063.504,1321,8379390.547
DEU,IRN,3888326788.627,291362916.336,3512,1632946.641
DEU,IRQ,3888326788.627,233636097.8,3264,1135738.906
DEU,ISL,3888326788.627,24857740.445,2393,557098.277
DEU,ISR,3888326788.627,397934596.953,2851,5161374.809
DEU,ITA,3888326788.627,2011285742.552,1184,74738580.5
DEU,JAM,3888326788.627,15830768.55,8454,75763
DEU,JOR,3888326788.627,44502895.915,2920,894285.982
DEU,JPN,3888326788.627,5123318151.511,8938,23008901.406
DEU,KAZ,3888326788.627,181667190.076,4699,1627386.785
DEU,KEN,3888326788.627,100379713.697,6353,421207.281
DEU,KGZ,3888326788.627,8871026.074,4570,73937.004
DEU,KHM,3888326788.627,27089389.787,9098,173136.792
DEU,KIR,3888326788.627,177935.349,13739,39.108
DEU,KNA,3888326788.627,1164877.852,7565,14608.205
DEU,KOR,3888326788.627,1651422932.448,8147,19098054.875
DEU,KWT,3888326788.627,136196760.181,3820,1618830.967
DEU,LAO,3888326788.627,18740559.554,8389,37330.916
DEU,LBN,3888326788.627,51605959.131,2716,750331.789
DEU,LBR,3888326788.627,3319596.5,5582,242011.633
