Variable,OR,95% CI lower,95% CI upper,P-value
twin,3.1640771841286477,1.3685908924072145,7.315103792276776,0.007064566647758646
年齢(歳),1.0703658159430196,0.9980354854617384,1.1479381210672273,0.05679587224800987
BMI,1.008009310063027,0.9987708752601837,1.0173331985767469,0.08947792942259142
GA_weeks,1.0138514873239504,0.889558340514033,1.1555114392553671,0.8366710532457086
emergency,1.0364160229175525,0.49707954877226085,2.1609381742083436,0.923988682434627
hypotension,1.3370761861855116,0.6583740169716501,2.715436334938739,0.42161472813687784
