prevalence_multiplier,true_positives,false_positives,ppv_pct,fp_tp_ratio,total_positives,total_visits,primary_care_visits,primary_care_utilization_pct,specialist_total_visits_utilization_pct,max_capacity_utilization_pct
0.25,95.87094193050315,7998.630415115285,1.1843958966916859,83.43122800351219,8094.501357045789,18862.10244303425,4047.2506785228943,33.77495299100225,153.0447085641405,153.0447085641405
0.5,191.7418838610063,7997.260830230564,2.34145585922274,41.70847114461324,8189.002714091571,19199.204886068484,4094.501357045785,34.169267446089584,156.43666207234395,156.43666207234395
1.0,383.4837677220126,7994.5216604611205,4.577268074236322,20.84709271516376,8378.005428183133,19873.40977213695,4189.002714091566,34.95789635626425,163.22056908875075,163.22056908875075
1.5,575.2256515830189,7991.7824906916785,6.714428678368059,13.89329990534727,8567.008142274697,20547.61465820542,4283.504071137349,35.74652526643892,170.00447610515764,170.00447610515764
2.0,766.9675354440252,7989.043320922236,8.759325999309189,10.416403500439024,8756.010856366262,21221.819544273887,4378.00542818313,36.53515417661359,176.78838312156444,176.78838312156444
