indicator,iso3,year,value
GB.XPD.RSDV.GD.ZS,HUN,2004,0.86077
GB.XPD.RSDV.GD.ZS,HUN,2005,0.92043
GB.XPD.RSDV.GD.ZS,HUN,2006,0.97835
GB.XPD.RSDV.GD.ZS,HUN,2007,0.95488
GB.XPD.RSDV.GD.ZS,HUN,2008,0.97817
GB.XPD.RSDV.GD.ZS,HUN,2009,1.13027
GB.XPD.RSDV.GD.ZS,HUN,2010,1.13102
GB.XPD.RSDV.GD.ZS,HUN,2011,1.18116
GB.XPD.RSDV.GD.ZS,HUN,2012,1.25758
GB.XPD.RSDV.GD.ZS,HUN,2013,1.38449
GB.XPD.RSDV.GD.ZS,HUN,2014,1.3437
GB.XPD.RSDV.GD.ZS,HUN,2015,1.33884
GB.XPD.RSDV.GD.ZS,HUN,2016,1.17645
GB.XPD.RSDV.GD.ZS,HUN,2017,1.31498
GB.XPD.RSDV.GD.ZS,HUN,2018,1.50196
GB.XPD.RSDV.GD.ZS,HUN,2019,1.46473
GB.XPD.RSDV.GD.ZS,HUN,2020,1.58067
GB.XPD.RSDV.GD.ZS,HUN,2021,1.63327
GB.XPD.RSDV.GD.ZS,HUN,2022,1.39056
GB.XPD.RSDV.GD.ZS,HUN,2023,1.37748
GB.XPD.RSDV.GD.ZS,IRL,1996,1.27156
GB.XPD.RSDV.GD.ZS,IRL,1997,1.24271
GB.XPD.RSDV.GD.ZS,IRL,1998,1.20801
GB.XPD.RSDV.GD.ZS,IRL,1999,1.15141
GB.XPD.RSDV.GD.ZS,IRL,2000,1.08383
GB.XPD.RSDV.GD.ZS,IRL,2001,1.05194
GB.XPD.RSDV.GD.ZS,IRL,2002,1.05575
GB.XPD.RSDV.GD.ZS,IRL,2003,1.12435
GB.XPD.RSDV.GD.ZS,IRL,2004,1.17778
GB.XPD.RSDV.GD.ZS,IRL,2005,1.19197
GB.XPD.RSDV.GD.ZS,IRL,2006,1.19887
GB.XPD.RSDV.GD.ZS,IRL,2007,1.23409
GB.XPD.RSDV.GD.ZS,IRL,2008,1.39126
GB.XPD.RSDV.GD.ZS,IRL,2009,1.61371
GB.XPD.RSDV.GD.ZS,IRL,2010,1.59425
GB.XPD.RSDV.GD.ZS,IRL,2011,1.53761
GB.XPD.RSDV.GD.ZS,IRL,2012,1.5455
GB.XPD.RSDV.GD.ZS,IRL,2013,1.53562
GB.XPD.RSDV.GD.ZS,IRL,2014,1.47756
GB.XPD.RSDV.GD.ZS,IRL,2015,1.14062
GB.XPD.RSDV.GD.ZS,IRL,2016,1.14954
GB.XPD.RSDV.GD.ZS,IRL,2017,1.20821
GB.XPD.RSDV.GD.ZS,IRL,2018,1.08244
GB.XPD.RSDV.GD.ZS,IRL,2019,1.13733
GB.XPD.RSDV.GD.ZS,IRL,2020,1.12466
GB.XPD.RSDV.GD.ZS,IRL,2021,1.0732
GB.XPD.RSDV.GD.ZS,IRL,2022,1.53215
GB.XPD.RSDV.GD.ZS,IRL,2023,1.58829
GB.XPD.RSDV.GD.ZS,ISL,1997,1.79808
GB.XPD.RSDV.GD.ZS,ISL,1998,1.95098
GB.XPD.RSDV.GD.ZS,ISL,1999,2.23507
GB.XPD.RSDV.GD.ZS,ISL,2000,2.57201
GB.XPD.RSDV.GD.ZS,ISL,2001,2.83989
GB.XPD.RSDV.GD.ZS,ISL,2002,2.8212
GB.XPD.RSDV.GD.ZS,ISL,2003,2.7055
GB.XPD.RSDV.GD.ZS,ISL,2005,2.67969
GB.XPD.RSDV.GD.ZS,ISL,2006,2.85265
GB.XPD.RSDV.GD.ZS,ISL,2007,2.53294
GB.XPD.RSDV.GD.ZS,ISL,2008,2.46413
GB.XPD.RSDV.GD.ZS,ISL,2009,2.59713
GB.XPD.RSDV.GD.ZS,ISL,2011,2.40366
GB.XPD.RSDV.GD.ZS,ISL,2013,1.69237
GB.XPD.RSDV.GD.ZS,ISL,2014,1.93616
GB.XPD.RSDV.GD.ZS,ISL,2015,2.18137
GB.XPD.RSDV.GD.ZS,ISL,2016,2.11011
GB.XPD.RSDV.GD.ZS,ISL,2017,2.08365
GB.XPD.RSDV.GD.ZS,ISL,2018,2.00081
GB.XPD.RSDV.GD.ZS,ISL,2019,2.34018
GB.XPD.RSDV.GD.ZS,ISL,2020,2.4864
GB.XPD.RSDV.GD.ZS,ISL,2021,2.78171
GB.XPD.RSDV.GD.ZS,ISL,2022,2.60089
GB.XPD.RSDV.GD.ZS,ISL,2023,2.64005
GB.XPD.RSDV.GD.ZS,ISR,1996,2.4753
GB.XPD.RSDV.GD.ZS,ISR,1997,2.69533
GB.XPD.RSDV.GD.ZS,ISR,1998,2.80723
GB.XPD.RSDV.GD.ZS,ISR,1999,3.21199
GB.XPD.RSDV.GD.ZS,ISR,2000,3.81316
GB.XPD.RSDV.GD.ZS,ISR,2001,4.05338
GB.XPD.RSDV.GD.ZS,ISR,2002,3.99197
GB.XPD.RSDV.GD.ZS,ISR,2003,3.76142
GB.XPD.RSDV.GD.ZS,ISR,2004,3.74703
GB.XPD.RSDV.GD.ZS,ISR,2005,3.91123
GB.XPD.RSDV.GD.ZS,ISR,2006,4.01416
GB.XPD.RSDV.GD.ZS,ISR,2007,4.28533
GB.XPD.RSDV.GD.ZS,ISR,2008,4.24165
GB.XPD.RSDV.GD.ZS,ISR,2009,4.01799
GB.XPD.RSDV.GD.ZS,ISR,2010,3.8421
GB.XPD.RSDV.GD.ZS,ISR,2011,3.91608
GB.XPD.RSDV.GD.ZS,ISR,2012,4.06028
GB.XPD.RSDV.GD.ZS,ISR,2013,4.10651
GB.XPD.RSDV.GD.ZS,ISR,2014,4.19613
GB.XPD.RSDV.GD.ZS,ISR,2015,4.29761
GB.XPD.RSDV.GD.ZS,ISR,2016,4.59051
GB.XPD.RSDV.GD.ZS,ISR,2017,4.74032
GB.XPD.RSDV.GD.ZS,ISR,2018,4.91965
GB.XPD.RSDV.GD.ZS,ISR,2019,5.35528
GB.XPD.RSDV.GD.ZS,ISR,2020,5.83209
GB.XPD.RSDV.GD.ZS,ISR,2021,5.75725
GB.XPD.RSDV.GD.ZS,ISR,2022,6.17831
GB.XPD.RSDV.GD.ZS,ISR,2023,6.34589
GB.XPD.RSDV.GD.ZS,ITA,1996,0.94421
GB.XPD.RSDV.GD.ZS,ITA,1997,0.98522
GB.XPD.RSDV.GD.ZS,ITA,1998,1.00275
GB.XPD.RSDV.GD.ZS,ITA,1999,0.97865
GB.XPD.RSDV.GD.ZS,ITA,2000,1.00104
GB.XPD.RSDV.GD.ZS,ITA,2001,1.03714
GB.XPD.RSDV.GD.ZS,ITA,2002,1.07704
GB.XPD.RSDV.GD.ZS,ITA,2003,1.05539
GB.XPD.RSDV.GD.ZS,ITA,2004,1.04662
GB.XPD.RSDV.GD.ZS,ITA,2005,1.04057
GB.XPD.RSDV.GD.ZS,ITA,2006,1.07903
GB.XPD.RSDV.GD.ZS,ITA,2007,1.12421
GB.XPD.RSDV.GD.ZS,ITA,2008,1.15548
GB.XPD.RSDV.GD.ZS,ITA,2009,1.21261
GB.XPD.RSDV.GD.ZS,ITA,2010,1.21296
GB.XPD.RSDV.GD.ZS,ITA,2011,1.19531
GB.XPD.RSDV.GD.ZS,ITA,2012,1.25559
GB.XPD.RSDV.GD.ZS,ITA,2013,1.29425
GB.XPD.RSDV.GD.ZS,ITA,2014,1.33148
GB.XPD.RSDV.GD.ZS,ITA,2015,1.33213
GB.XPD.RSDV.GD.ZS,ITA,2016,1.35915
GB.XPD.RSDV.GD.ZS,ITA,2017,1.36393
GB.XPD.RSDV.GD.ZS,ITA,2018,1.41934
GB.XPD.RSDV.GD.ZS,ITA,2019,1.45558
GB.XPD.RSDV.GD.ZS,ITA,2020,1.49869
GB.XPD.RSDV.GD.ZS,ITA,2021,1.41065
GB.XPD.RSDV.GD.ZS,ITA,2022,1.36563
GB.XPD.RSDV.GD.ZS,ITA,2023,1.37935
GB.XPD.RSDV.GD.ZS,JPN,1996,2.64303
GB.XPD.RSDV.GD.ZS,JPN,1997,2.72177
GB.XPD.RSDV.GD.ZS,JPN,1998,2.82745
GB.XPD.RSDV.GD.ZS,JPN,1999,2.84672
GB.XPD.RSDV.GD.ZS,JPN,2000,2.85841
GB.XPD.RSDV.GD.ZS,JPN,2001,2.92348
GB.XPD.RSDV.GD.ZS,JPN,2002,2.96514
GB.XPD.RSDV.GD.ZS,JPN,2003,2.99319
GB.XPD.RSDV.GD.ZS,JPN,2004,2.98125
GB.XPD.RSDV.GD.ZS,JPN,2005,3.13092
GB.XPD.RSDV.GD.ZS,JPN,2006,3.22766
GB.XPD.RSDV.GD.ZS,JPN,2007,3.29257
GB.XPD.RSDV.GD.ZS,JPN,2008,3.29224
GB.XPD.RSDV.GD.ZS,JPN,2009,3.1959
GB.XPD.RSDV.GD.ZS,JPN,2010,3.10495
GB.XPD.RSDV.GD.ZS,JPN,2011,3.20537
GB.XPD.RSDV.GD.ZS,JPN,2012,3.1737
GB.XPD.RSDV.GD.ZS,JPN,2013,3.27895
GB.XPD.RSDV.GD.ZS,JPN,2014,3.36788
GB.XPD.RSDV.GD.ZS,JPN,2015,3.24071
GB.XPD.RSDV.GD.ZS,JPN,2016,3.10665
GB.XPD.RSDV.GD.ZS,JPN,2017,3.16636
GB.XPD.RSDV.GD.ZS,JPN,2018,3.2192
GB.XPD.RSDV.GD.ZS,JPN,2019,3.21824
GB.XPD.RSDV.GD.ZS,JPN,2020,3.26556
GB.XPD.RSDV.GD.ZS,JPN,2021,3.27383
GB.XPD.RSDV.GD.ZS,JPN,2022,3.40053
GB.XPD.RSDV.GD.ZS,JPN,2023,3.44125
GB.XPD.RSDV.GD.ZS,KOR,1996,2.14233
GB.XPD.RSDV.GD.ZS,KOR,1997,2.17409
GB.XPD.RSDV.GD.ZS,KOR,1998,2.03608
GB.XPD.RSDV.GD.ZS,KOR,1999,1.9446
GB.XPD.RSDV.GD.ZS,KOR,2000,2.0494
GB.XPD.RSDV.GD.ZS,KOR,2001,2.19872
GB.XPD.RSDV.GD.ZS,KOR,2002,2.13042
GB.XPD.RSDV.GD.ZS,KOR,2003,2.19657
GB.XPD.RSDV.GD.ZS,KOR,2004,2.35292
GB.XPD.RSDV.GD.ZS,KOR,2005,2.42725
GB.XPD.RSDV.GD.ZS,KOR,2006,2.61516
GB.XPD.RSDV.GD.ZS,KOR,2007,2.75895
GB.XPD.RSDV.GD.ZS,KOR,2008,2.86774
GB.XPD.RSDV.GD.ZS,KOR,2009,3.02145
GB.XPD.RSDV.GD.ZS,KOR,2010,3.17913
GB.XPD.RSDV.GD.ZS,KOR,2011,3.44409
GB.XPD.RSDV.GD.ZS,KOR,2012,3.6852
GB.XPD.RSDV.GD.ZS,KOR,2013,3.77487
GB.XPD.RSDV.GD.ZS,KOR,2014,3.88983
GB.XPD.RSDV.GD.ZS,KOR,2015,3.78907
GB.XPD.RSDV.GD.ZS,KOR,2016,3.78638
GB.XPD.RSDV.GD.ZS,KOR,2017,4.07341
GB.XPD.RSDV.GD.ZS,KOR,2018,4.27155
GB.XPD.RSDV.GD.ZS,KOR,2019,4.36379
GB.XPD.RSDV.GD.ZS,KOR,2020,4.5214
GB.XPD.RSDV.GD.ZS,KOR,2021,4.59673
GB.XPD.RSDV.GD.ZS,KOR,2022,4.84753
GB.XPD.RSDV.GD.ZS,KOR,2023,4.94352
GB.XPD.RSDV.GD.ZS,LTU,1996,0.48892
GB.XPD.RSDV.GD.ZS,LTU,1997,0.53405
GB.XPD.RSDV.GD.ZS,LTU,1998,0.54142
GB.XPD.RSDV.GD.ZS,LTU,1999,0.49976
GB.XPD.RSDV.GD.ZS,LTU,2000,0.58422
GB.XPD.RSDV.GD.ZS,LTU,2001,0.66634
GB.XPD.RSDV.GD.ZS,LTU,2002,0.65651
GB.XPD.RSDV.GD.ZS,LTU,2003,0.66316
GB.XPD.RSDV.GD.ZS,LTU,2004,0.74758
GB.XPD.RSDV.GD.ZS,LTU,2005,0.74799
GB.XPD.RSDV.GD.ZS,LTU,2006,0.79381
GB.XPD.RSDV.GD.ZS,LTU,2007,0.80111
GB.XPD.RSDV.GD.ZS,LTU,2008,0.78876
GB.XPD.RSDV.GD.ZS,LTU,2009,0.82848
GB.XPD.RSDV.GD.ZS,LTU,2010,0.79379
GB.XPD.RSDV.GD.ZS,LTU,2011,0.90998
GB.XPD.RSDV.GD.ZS,LTU,2012,0.8976
GB.XPD.RSDV.GD.ZS,LTU,2013,0.95322
GB.XPD.RSDV.GD.ZS,LTU,2014,1.03495
GB.XPD.RSDV.GD.ZS,LTU,2015,1.04077
GB.XPD.RSDV.GD.ZS,LTU,2016,0.84391
GB.XPD.RSDV.GD.ZS,LTU,2017,0.8963
GB.XPD.RSDV.GD.ZS,LTU,2018,0.92781
GB.XPD.RSDV.GD.ZS,LTU,2019,0.98701
GB.XPD.RSDV.GD.ZS,LTU,2020,1.12379
GB.XPD.RSDV.GD.ZS,LTU,2021,1.10044
GB.XPD.RSDV.GD.ZS,LTU,2022,1.05289
GB.XPD.RSDV.GD.ZS,LTU,2023,1.04977
GB.XPD.RSDV.GD.ZS,LUX,2000,1.58314
GB.XPD.RSDV.GD.ZS,LUX,2003,1.6235
GB.XPD.RSDV.GD.ZS,LUX,2004,1.58819
GB.XPD.RSDV.GD.ZS,LUX,2005,1.55873
GB.XPD.RSDV.GD.ZS,LUX,2006,1.64886
GB.XPD.RSDV.GD.ZS,LUX,2007,1.57165
GB.XPD.RSDV.GD.ZS,LUX,2008,1.54663
GB.XPD.RSDV.GD.ZS,LUX,2009,1.58839
GB.XPD.RSDV.GD.ZS,LUX,2010,1.42373
GB.XPD.RSDV.GD.ZS,LUX,2011,1.42453
GB.XPD.RSDV.GD.ZS,LUX,2012,1.20664
GB.XPD.RSDV.GD.ZS,LUX,2013,1.23381
GB.XPD.RSDV.GD.ZS,LUX,2014,1.217
GB.XPD.RSDV.GD.ZS,LUX,2015,1.25226
GB.XPD.RSDV.GD.ZS,LUX,2016,1.2669
GB.XPD.RSDV.GD.ZS,LUX,2017,1.23898
GB.XPD.RSDV.GD.ZS,LUX,2018,1.17039
GB.XPD.RSDV.GD.ZS,LUX,2019,1.18209
GB.XPD.RSDV.GD.ZS,LUX,2020,1.09627
GB.XPD.RSDV.GD.ZS,LUX,2021,1.03153
GB.XPD.RSDV.GD.ZS,LUX,2022,1.0653
GB.XPD.RSDV.GD.ZS,LUX,2023,1.07045
GB.XPD.RSDV.GD.ZS,LVA,1996,0.40892
GB.XPD.RSDV.GD.ZS,LVA,1997,0.37657
GB.XPD.RSDV.GD.ZS,LVA,1998,0.38967
GB.XPD.RSDV.GD.ZS,LVA,1999,0.3619
GB.XPD.RSDV.GD.ZS,LVA,2000,0.4459
GB.XPD.RSDV.GD.ZS,LVA,2001,0.41106
GB.XPD.RSDV.GD.ZS,LVA,2002,0.42203
GB.XPD.RSDV.GD.ZS,LVA,2003,0.37616
GB.XPD.RSDV.GD.ZS,LVA,2004,0.41593
GB.XPD.RSDV.GD.ZS,LVA,2005,0.54958
GB.XPD.RSDV.GD.ZS,LVA,2006,0.68285
GB.XPD.RSDV.GD.ZS,LVA,2007,0.58167
GB.XPD.RSDV.GD.ZS,LVA,2008,0.60627
GB.XPD.RSDV.GD.ZS,LVA,2009,0.46114
GB.XPD.RSDV.GD.ZS,LVA,2010,0.6183
GB.XPD.RSDV.GD.ZS,LVA,2011,0.73982
GB.XPD.RSDV.GD.ZS,LVA,2012,0.68884
GB.XPD.RSDV.GD.ZS,LVA,2013,0.63536
GB.XPD.RSDV.GD.ZS,LVA,2014,0.71433
GB.XPD.RSDV.GD.ZS,LVA,2015,0.641
GB.XPD.RSDV.GD.ZS,LVA,2016,0.45065
GB.XPD.RSDV.GD.ZS,LVA,2017,0.53004
GB.XPD.RSDV.GD.ZS,LVA,2018,0.66138
GB.XPD.RSDV.GD.ZS,LVA,2019,0.6602
GB.XPD.RSDV.GD.ZS,LVA,2020,0.75663
GB.XPD.RSDV.GD.ZS,LVA,2021,0.77085
GB.XPD.RSDV.GD.ZS,LVA,2022,0.8122
GB.XPD.RSDV.GD.ZS,LVA,2023,0.8236
GB.XPD.RSDV.GD.ZS,MEX,1996,0.23838
GB.XPD.RSDV.GD.ZS,MEX,1997,0.26404
GB.XPD.RSDV.GD.ZS,MEX,1998,0.28519
GB.XPD.RSDV.GD.ZS,MEX,1999,0.32719
GB.XPD.RSDV.GD.ZS,MEX,2000,0.29205
GB.XPD.RSDV.GD.ZS,MEX,2001,0.30815
GB.XPD.RSDV.GD.ZS,MEX,2002,0.33745
GB.XPD.RSDV.GD.ZS,MEX,2003,0.37454
GB.XPD.RSDV.GD.ZS,MEX,2004,0.37053
GB.XPD.RSDV.GD.ZS,MEX,2005,0.38103
GB.XPD.RSDV.GD.ZS,MEX,2006,0.35298
GB.XPD.RSDV.GD.ZS,MEX,2007,0.38039
GB.XPD.RSDV.GD.ZS,MEX,2008,0.42416
GB.XPD.RSDV.GD.ZS,MEX,2009,0.45748
GB.XPD.RSDV.GD.ZS,MEX,2010,0.47353
GB.XPD.RSDV.GD.ZS,MEX,2011,0.45268
GB.XPD.RSDV.GD.ZS,MEX,2012,0.40284
GB.XPD.RSDV.GD.ZS,MEX,2013,0.40806
GB.XPD.RSDV.GD.ZS,MEX,2014,0.41962
GB.XPD.RSDV.GD.ZS,MEX,2015,0.41477
GB.XPD.RSDV.GD.ZS,MEX,2016,0.37601
GB.XPD.RSDV.GD.ZS,MEX,2017,0.31955
GB.XPD.RSDV.GD.ZS,MEX,2018,0.29816
GB.XPD.RSDV.GD.ZS,MEX,2019,0.27629
GB.XPD.RSDV.GD.ZS,MEX,2020,0.29185
GB.XPD.RSDV.GD.ZS,MEX,2021,0.27305
GB.XPD.RSDV.GD.ZS,MEX,2022,0.25727
GB.XPD.RSDV.GD.ZS,MEX,2023,0.26746
GB.XPD.RSDV.GD.ZS,MEX,2024,0.25372
GB.XPD.RSDV.GD.ZS,NLD,1996,1.83733
GB.XPD.RSDV.GD.ZS,NLD,1997,1.84171
GB.XPD.RSDV.GD.ZS,NLD,1998,1.73966
GB.XPD.RSDV.GD.ZS,NLD,1999,1.81986
GB.XPD.RSDV.GD.ZS,NLD,2000,1.78907
GB.XPD.RSDV.GD.ZS,NLD,2001,1.79214
GB.XPD.RSDV.GD.ZS,NLD,2002,1.73931
GB.XPD.RSDV.GD.ZS,NLD,2003,1.77665
GB.XPD.RSDV.GD.ZS,NLD,2004,1.78132
GB.XPD.RSDV.GD.ZS,NLD,2005,1.7667
GB.XPD.RSDV.GD.ZS,NLD,2006,1.73208
GB.XPD.RSDV.GD.ZS,NLD,2007,1.66063
GB.XPD.RSDV.GD.ZS,NLD,2008,1.61247
GB.XPD.RSDV.GD.ZS,NLD,2009,1.65161
GB.XPD.RSDV.GD.ZS,NLD,2010,1.69388
GB.XPD.RSDV.GD.ZS,NLD,2011,1.8651
GB.XPD.RSDV.GD.ZS,NLD,2012,1.90094
GB.XPD.RSDV.GD.ZS,NLD,2013,2.13953
GB.XPD.RSDV.GD.ZS,NLD,2014,2.15067
GB.XPD.RSDV.GD.ZS,NLD,2015,2.11792
GB.XPD.RSDV.GD.ZS,NLD,2016,2.11546
GB.XPD.RSDV.GD.ZS,NLD,2017,2.14167
GB.XPD.RSDV.GD.ZS,NLD,2018,2.1027
GB.XPD.RSDV.GD.ZS,NLD,2019,2.14036
GB.XPD.RSDV.GD.ZS,NLD,2020,2.26514
GB.XPD.RSDV.GD.ZS,NLD,2021,2.21542
GB.XPD.RSDV.GD.ZS,NLD,2022,2.17529
GB.XPD.RSDV.GD.ZS,NLD,2023,2.26719
GB.XPD.RSDV.GD.ZS,NOR,1997,1.5935
GB.XPD.RSDV.GD.ZS,NOR,1999,1.60437
GB.XPD.RSDV.GD.ZS,NOR,2001,1.56019
GB.XPD.RSDV.GD.ZS,NOR,2002,1.62644
GB.XPD.RSDV.GD.ZS,NOR,2003,1.67572
GB.XPD.RSDV.GD.ZS,NOR,2004,1.53976
GB.XPD.RSDV.GD.ZS,NOR,2005,1.47715
GB.XPD.RSDV.GD.ZS,NOR,2006,1.44972
GB.XPD.RSDV.GD.ZS,NOR,2007,1.55795
GB.XPD.RSDV.GD.ZS,NOR,2008,1.54556
GB.XPD.RSDV.GD.ZS,NOR,2009,1.71678
GB.XPD.RSDV.GD.ZS,NOR,2010,1.6412
GB.XPD.RSDV.GD.ZS,NOR,2011,1.61714
GB.XPD.RSDV.GD.ZS,NOR,2012,1.61053
GB.XPD.RSDV.GD.ZS,NOR,2013,1.64216
GB.XPD.RSDV.GD.ZS,NOR,2014,1.70369
GB.XPD.RSDV.GD.ZS,NOR,2015,1.92351
GB.XPD.RSDV.GD.ZS,NOR,2016,2.03286
GB.XPD.RSDV.GD.ZS,NOR,2017,2.08168
GB.XPD.RSDV.GD.ZS,NOR,2018,2.03482
GB.XPD.RSDV.GD.ZS,NOR,2019,2.13599
GB.XPD.RSDV.GD.ZS,NOR,2020,2.24436
GB.XPD.RSDV.GD.ZS,NOR,2021,1.88764
GB.XPD.RSDV.GD.ZS,NOR,2022,1.55081
GB.XPD.RSDV.GD.ZS,NOR,2023,1.85142
GB.XPD.RSDV.GD.ZS,NZL,1997,1.05649
GB.XPD.RSDV.GD.ZS,NZL,1999,0.96387
GB.XPD.RSDV.GD.ZS,NZL,2001,1.10029
GB.XPD.RSDV.GD.ZS,NZL,2003,1.14891
GB.XPD.RSDV.GD.ZS,NZL,2005,1.12043
GB.XPD.RSDV.GD.ZS,NZL,2007,1.15764
GB.XPD.RSDV.GD.ZS,NZL,2009,1.24916
GB.XPD.RSDV.GD.ZS,NZL,2011,1.23083
GB.XPD.RSDV.GD.ZS,NZL,2013,1.15275
GB.XPD.RSDV.GD.ZS,NZL,2015,1.22707
GB.XPD.RSDV.GD.ZS,NZL,2017,1.34788
GB.XPD.RSDV.GD.ZS,NZL,2019,1.4642
GB.XPD.RSDV.GD.ZS,NZL,2021,1.48604
GB.XPD.RSDV.GD.ZS,NZL,2023,1.54848
GB.XPD.RSDV.GD.ZS,POL,1996,0.6369
GB.XPD.RSDV.GD.ZS,POL,1997,0.641
GB.XPD.RSDV.GD.ZS,POL,1998,0.65746
GB.XPD.RSDV.GD.ZS,POL,1999,0.67786
GB.XPD.RSDV.GD.ZS,POL,2000,0.63806
GB.XPD.RSDV.GD.ZS,POL,2001,0.61861
GB.XPD.RSDV.GD.ZS,POL,2002,0.55501
GB.XPD.RSDV.GD.ZS,POL,2003,0.53626
GB.XPD.RSDV.GD.ZS,POL,2004,0.54999
GB.XPD.RSDV.GD.ZS,POL,2005,0.56121
GB.XPD.RSDV.GD.ZS,POL,2006,0.54899
GB.XPD.RSDV.GD.ZS,POL,2007,0.56103
GB.XPD.RSDV.GD.ZS,POL,2008,0.59719
GB.XPD.RSDV.GD.ZS,POL,2009,0.65932
GB.XPD.RSDV.GD.ZS,POL,2010,0.72252
GB.XPD.RSDV.GD.ZS,POL,2011,0.74726
GB.XPD.RSDV.GD.ZS,POL,2012,0.88476
GB.XPD.RSDV.GD.ZS,POL,2013,0.8807
GB.XPD.RSDV.GD.ZS,POL,2014,0.9454
GB.XPD.RSDV.GD.ZS,POL,2015,0.99807
GB.XPD.RSDV.GD.ZS,POL,2016,0.9616
GB.XPD.RSDV.GD.ZS,POL,2017,1.03055
GB.XPD.RSDV.GD.ZS,POL,2018,1.19426
GB.XPD.RSDV.GD.ZS,POL,2019,1.3088
GB.XPD.RSDV.GD.ZS,POL,2020,1.37128
GB.XPD.RSDV.GD.ZS,POL,2021,1.41558
GB.XPD.RSDV.GD.ZS,POL,2022,1.44162
GB.XPD.RSDV.GD.ZS,POL,2023,1.55525
GB.XPD.RSDV.GD.ZS,PRT,1996,0.5495
GB.XPD.RSDV.GD.ZS,PRT,1997,0.56374
GB.XPD.RSDV.GD.ZS,PRT,1998,0.62486
GB.XPD.RSDV.GD.ZS,PRT,1999,0.68121
GB.XPD.RSDV.GD.ZS,PRT,2000,0.72156
GB.XPD.RSDV.GD.ZS,PRT,2001,0.76482
GB.XPD.RSDV.GD.ZS,PRT,2002,0.72184
GB.XPD.RSDV.GD.ZS,PRT,2003,0.69802
GB.XPD.RSDV.GD.ZS,PRT,2004,0.7293
GB.XPD.RSDV.GD.ZS,PRT,2005,0.75755
GB.XPD.RSDV.GD.ZS,PRT,2006,0.95448
GB.XPD.RSDV.GD.ZS,PRT,2007,1.12417
GB.XPD.RSDV.GD.ZS,PRT,2008,1.44335
GB.XPD.RSDV.GD.ZS,PRT,2009,1.58002
GB.XPD.RSDV.GD.ZS,PRT,2010,1.53317
GB.XPD.RSDV.GD.ZS,PRT,2011,1.45558
GB.XPD.RSDV.GD.ZS,PRT,2012,1.37661
GB.XPD.RSDV.GD.ZS,PRT,2013,1.32325
GB.XPD.RSDV.GD.ZS,PRT,2014,1.28892
GB.XPD.RSDV.GD.ZS,PRT,2015,1.24552
GB.XPD.RSDV.GD.ZS,PRT,2016,1.2815
GB.XPD.RSDV.GD.ZS,PRT,2017,1.32224
GB.XPD.RSDV.GD.ZS,PRT,2018,1.35078
GB.XPD.RSDV.GD.ZS,PRT,2019,1.39487
GB.XPD.RSDV.GD.ZS,PRT,2020,1.60979
GB.XPD.RSDV.GD.ZS,PRT,2021,1.66711
GB.XPD.RSDV.GD.ZS,PRT,2022,1.69051
GB.XPD.RSDV.GD.ZS,PRT,2023,1.69491
GB.XPD.RSDV.GD.ZS,SVK,1996,0.88102
GB.XPD.RSDV.GD.ZS,SVK,1997,1.04585
GB.XPD.RSDV.GD.ZS,SVK,1998,0.76234
GB.XPD.RSDV.GD.ZS,SVK,1999,0.64406
GB.XPD.RSDV.GD.ZS,SVK,2000,0.63865
GB.XPD.RSDV.GD.ZS,SVK,2001,0.62571
GB.XPD.RSDV.GD.ZS,SVK,2002,0.564
GB.XPD.RSDV.GD.ZS,SVK,2003,0.56511
GB.XPD.RSDV.GD.ZS,SVK,2004,0.50263
GB.XPD.RSDV.GD.ZS,SVK,2005,0.49537
GB.XPD.RSDV.GD.ZS,SVK,2006,0.47498
GB.XPD.RSDV.GD.ZS,SVK,2007,0.44734
GB.XPD.RSDV.GD.ZS,SVK,2008,0.4616
GB.XPD.RSDV.GD.ZS,SVK,2009,0.47302
GB.XPD.RSDV.GD.ZS,SVK,2010,0.60583
GB.XPD.RSDV.GD.ZS,SVK,2011,0.65398
GB.XPD.RSDV.GD.ZS,SVK,2012,0.79377
GB.XPD.RSDV.GD.ZS,SVK,2013,0.8184
GB.XPD.RSDV.GD.ZS,SVK,2014,0.87462
GB.XPD.RSDV.GD.ZS,SVK,2015,1.15366
GB.XPD.RSDV.GD.ZS,SVK,2016,0.78513
GB.XPD.RSDV.GD.ZS,SVK,2017,0.88153
GB.XPD.RSDV.GD.ZS,SVK,2018,0.83184
GB.XPD.RSDV.GD.ZS,SVK,2019,0.82138
GB.XPD.RSDV.GD.ZS,SVK,2020,0.88944
GB.XPD.RSDV.GD.ZS,SVK,2021,0.90093
GB.XPD.RSDV.GD.ZS,SVK,2022,0.97686
GB.XPD.RSDV.GD.ZS,SVK,2023,1.03359
GB.XPD.RSDV.GD.ZS,SVN,1996,1.26688
GB.XPD.RSDV.GD.ZS,SVN,1997,1.24861
GB.XPD.RSDV.GD.ZS,SVN,1998,1.31033
GB.XPD.RSDV.GD.ZS,SVN,1999,1.34289
GB.XPD.RSDV.GD.ZS,SVN,2000,1.36862
GB.XPD.RSDV.GD.ZS,SVN,2001,1.4824
GB.XPD.RSDV.GD.ZS,SVN,2002,1.46036
GB.XPD.RSDV.GD.ZS,SVN,2003,1.25957
GB.XPD.RSDV.GD.ZS,SVN,2004,1.38062
GB.XPD.RSDV.GD.ZS,SVN,2005,1.42797
