species,event_year,kind,obs_redist,env_pred_redist,hist_pred_redist,n_routes
4880,2012,hot,0.0,0.8387563268257412,0.30585683297180044,1383
4880,2016,hot,0.0,0.216793893129771,0.22366412213740458,1310
4880,2008,cold,0.0,0.18598195697432338,0.18945176960444135,1441
4880,2009,cold,0.0,0.2446958981612447,0.21216407355021216,1414
4880,2014,cold,0.0,0.7137315748642359,0.28626842513576417,1289
4930,2012,hot,0.0,0.6493001555209953,0.22706065318818042,1286
4930,2016,hot,0.0,0.30179445350734097,0.14763458401305057,1226
4930,2008,cold,0.0,0.29515418502202645,0.12187958883994127,1362
4930,2009,cold,0.0,0.2851796407185629,0.1309880239520958,1336
4930,2014,cold,0.0,0.4679966749792186,0.13216957605985039,1203
4940,2012,hot,0.0,0.18498659517426275,0.27882037533512066,373
4940,2016,hot,0.0,0.15060240963855423,0.26506024096385544,332
4940,2008,cold,0.0,0.28095238095238095,0.18571428571428572,420
4940,2009,cold,0.0,0.48825065274151436,0.2245430809399478,383
4940,2014,cold,0.0,0.14887640449438203,0.25280898876404495,356
4950,2012,hot,0.0,0.39636913767019666,0.2692889561270802,1322
4950,2016,hot,0.0,0.2668759811616955,0.25274725274725274,1274
4950,2008,cold,0.0,0.23632538569424966,0.19845722300140253,1426
4950,2009,cold,0.0,0.5235749472202674,0.25404644616467276,1421
4950,2014,cold,0.0,0.5275590551181102,0.2755905511811024,1270
4980,2012,hot,0.0,0.27980702963473464,0.17436250861474845,1451
4980,2016,hot,0.0,0.27750177430801987,0.13058907026259758,1409
4980,2008,cold,0.0,0.3440514469453376,0.13183279742765272,1555
4980,2009,cold,0.0,0.4845901639344262,0.14557377049180328,1525
4980,2014,cold,0.0,0.35945363048166784,0.12149532710280374,1391
5010,2012,hot,0.0,0.29784366576819404,0.47035040431266845,742
5010,2016,hot,0.0,0.13918305597579425,0.20726172465960666,661
5010,2008,cold,0.0,0.1452020202020202,0.14267676767676768,792
5010,2009,cold,0.0,0.3513870541611625,0.29326287978863935,757
5010,2014,cold,0.0,0.34457478005865105,0.20087976539589442,682
5011,2012,hot,0.0,0.4168466522678186,0.2203023758099352,463
5011,2016,hot,0.0,0.40115163147792704,0.12476007677543186,521
5011,2008,cold,0.0,0.3029197080291971,0.3102189781021898,548
5011,2009,cold,0.0,0.29074074074074074,0.39444444444444443,540
5011,2014,cold,0.0,0.6086956521739131,0.22981366459627328,483
5060,2012,hot,0.0,0.7064439140811456,0.3126491646778043,419
5060,2016,hot,0.0,0.13736263736263737,0.3131868131868132,364
5060,2008,cold,0.0,0.7276688453159041,0.3681917211328976,459
5060,2009,cold,0.0,0.14285714285714285,0.265625,448
5060,2014,cold,0.0,0.6675461741424802,0.28232189973614774,379
