species,n_routes,n_years,M0,M1,M2,M3,M5,M5b,M6,M6b,HG,HG_lo,HG_hi,EG,HG_lagenv,HG_lagenv2,M1_nodemean,M3_nodemean
4930,3039,32,0.0,0.0007145102814943849,-0.003782594954886198,-0.0019192580473554877,-2.4064515143695786e-05,-0.0012475958580069335,-0.0025335762769733705,-0.004202780344546797,-0.0026337683288498726,-0.007382321795716328,0.0053007470209747885,0.0018633369075307105,-0.0025095117618296747,-0.0029551844865398635,0.3641376510664829,0.6008757353666099
4940,1150,29,0.0,-0.0028076752376122727,-0.03886347665991341,-0.04252945138033182,-0.03492266610846673,-0.01270291737417395,-0.060028331626724496,-0.01719958555432366,-0.039721776142719545,-0.04054046159967434,0.005887299433913241,-0.003665974720418408,-0.02510566551825777,-0.00449666818014971,0.3678066285016345,0.774356363770637
4950,3185,32,0.0,-0.0016497606662624342,0.014912896625786654,0.01570419786536037,-0.0025075084392647273,-0.0006052281709698626,0.013721442733202638,0.012181522336258577,0.017353958531622804,0.010268160894351775,0.026638556986677487,0.0007913012395737162,0.016228951172467365,0.01278675050722844,0.3311142689979032,0.8086718959362931
4980,3149,32,0.0,-0.009501620901858798,0.004375715949065828,-0.024671766739463585,-0.005493572126084922,-0.013773303290659289,-0.013321750504805774,-0.030238050770807323,-0.015170145837604787,-0.013336080314784044,0.013126794546665247,-0.029047482688529414,-0.007828178378720851,-0.016464747480148034,0.28839861834447655,0.8624739326900468
5010,1849,30,0.0,-0.0038784792137904756,0.01082183947575266,0.0066807721948224374,-0.006006278093354078,-0.0074224832167597565,0.0054214987322974695,0.0027672595259828903,0.010559251408612913,-0.004802673942045201,0.028481623368776736,-0.004141067280930222,0.011427776825651548,0.010189742742742647,0.36023808418542647,0.8571055411601378
5011,1400,32,0.0,0.0005128698112125685,0.01060814676848143,0.011137808409188543,-0.002229414373813965,-0.0067149263516059765,0.01026262350175089,0.005712913226398109,0.010624938597975975,0.0025899581977924142,0.023324978523341863,0.0005296616407071131,0.012492037875564854,0.012427839578004085,0.38611868846447794,0.9091387492871249
5060,1620,29,0.0,-0.0013256036320414832,0.011976972776082673,0.014665613281005907,-0.004491400334193374,-0.011753170624240195,0.007000128505713077,-0.0007276951757011485,0.01599121691304739,0.004162915546669102,0.025496606373948322,0.0026886405049232343,0.01149152883990645,0.011025475448539046,0.5184693716414124,0.7810734227313585
5070,1654,29,0.0,-0.004978065238448348,0.009947637023259404,0.00533861575615624,-0.009431556349740244,-0.016394050750111466,0.0005320054400868024,-0.006418653395042995,0.010316680994604588,0.001242447150985624,0.019835551285790787,-0.004609021267103164,0.009963561789827047,0.009975397355068472,0.5018650643937651,0.7582186159416562
5100,1116,32,0.0,-0.0031437492069292805,-0.0030616504118206045,-0.0063823969138321335,-0.00490489023804308,-0.00798169143297911,-0.008572303859005093,-0.01120625503324213,-0.003238647706902853,-0.009862027392879115,0.003075500277693535,-0.003320746502011529,-0.0036674136209620123,-0.0032245636002630196,0.3139413681684221,0.7279049122948877
5110,2532,30,0.0,-0.0059716689760345165,-0.024123490156133354,-0.03030669686933818,-0.006475644752455212,-0.011562882632998761,-0.02995246123898654,-0.03798869484577616,-0.024335027893303662,-0.030518511111595016,0.003708988836746042,-0.006183206713204825,-0.023476816486531327,-0.0264258122127774,0.3469949708806018,0.7556221074005907
