AOU,routes,years,nz,med_n,tot,nz_frac,included,reason,species,included_pre,pre_to_post
1331,29,26,108,2.0,493,0.2190669371196754,False,few_routes,1331,False,still_excluded
1340,108,26,727,3.0,1741,0.4175761056863871,False,few_routes,1340,False,still_excluded
1350,761,30,5158,4.0,11675,0.4417987152034261,False,few_routes,1350,False,still_excluded
1360,1,2,2,1.0,18,0.1111111111111111,False,few_routes,1360,False,still_excluded
1370,652,29,3204,2.0,9528,0.336272040302267,False,few_routes,1370,False,still_excluded
1390,810,28,2886,2.0,12865,0.2243295763699961,False,few_routes,1390,False,still_excluded
140,2,3,3,1.0,26,0.1153846153846153,False,few_routes,140,False,still_excluded
1400,996,31,5473,4.0,16060,0.3407845579078455,False,few_routes,1400,False,still_excluded
1410,380,27,1678,2.0,6284,0.2670273711012094,False,few_routes,1410,False,still_excluded
1420,705,29,3859,4.0,10674,0.3615326962713134,False,few_routes,1420,False,still_excluded
1430,678,30,3249,3.0,10330,0.3145208131655372,False,few_routes,1430,False,still_excluded
1440,2079,28,8778,2.0,37945,0.2313348267228883,False,few_years,1440,False,still_excluded
1460,423,29,2263,4.0,6750,0.3352592592592592,False,few_routes,1460,False,still_excluded
1470,311,28,1297,3.0,4599,0.2820178299630354,False,few_routes,1470,False,still_excluded
1480,70,26,302,5.0,949,0.3182297154899894,False,few_routes,1480,False,still_excluded
1489,39,25,113,5.0,570,0.1982456140350877,False,few_routes,1489,False,still_excluded
1490,518,29,2721,4.0,7605,0.3577909270216962,False,few_routes,1490,False,still_excluded
150,6,20,26,6.5,100,0.26,False,few_routes,150,False,still_excluded
1500,569,30,1991,2.0,8677,0.2294571856632476,False,few_routes,1500,False,still_excluded
1510,406,28,1235,2.0,5263,0.2346570397111913,False,few_routes,1510,False,still_excluded
1512,23,23,44,1.0,404,0.1089108910891089,False,few_routes,1512,False,still_excluded
1520,126,28,449,2.0,2020,0.2222772277227722,False,few_routes,1520,False,still_excluded
1530,329,27,1291,2.0,4651,0.277574715115029,False,few_routes,1530,False,still_excluded
1540,27,26,151,2.0,356,0.4241573033707865,False,few_routes,1540,False,still_excluded
1550,53,27,169,2.0,801,0.2109862671660424,False,few_routes,1550,False,still_excluded
1570,1,3,3,7.0,3,1.0,False,few_routes,1570,False,still_excluded
1580,1,3,3,5.0,3,1.0,False,few_routes,1580,False,still_excluded
1590,39,28,179,17.0,429,0.4172494172494173,False,few_routes,1590,False,still_excluded
1620,2,8,8,3.5,11,0.7272727272727273,False,few_routes,1620,False,still_excluded
1630,19,23,55,5.0,254,0.2165354330708661,False,few_routes,1630,False,still_excluded
1650,41,27,96,4.0,579,0.1658031088082901,False,few_routes,1650,False,still_excluded
1657,4,4,6,16.0,62,0.0967741935483871,False,few_routes,1657,False,still_excluded
1660,39,23,71,5.0,490,0.1448979591836734,False,few_routes,1660,False,still_excluded
16600,1,1,1,1.0,26,0.0384615384615384,False,few_routes,16600,False,still_excluded
1670,444,28,2361,4.0,7081,0.3334274819940686,False,few_routes,1670,False,still_excluded
1690,8,12,17,5.0,75,0.2266666666666666,False,few_routes,1690,False,still_excluded
1700,1,1,1,6.0,8,0.125,False,few_routes,1700,False,still_excluded
1710,25,26,149,7.0,347,0.4293948126801152,False,few_routes,1710,False,still_excluded
1720,3263,32,22942,8.0,53152,0.4316300421432871,True,,1720,True,kept
1725,9,9,20,3.5,153,0.130718954248366,False,few_routes,1725,False,still_excluded
1740,3,17,17,27.0,29,0.5862068965517241,False,few_routes,1740,False,still_excluded
1760,1,1,1,1.0,16,0.0625,False,few_routes,1760,False,still_excluded
1770,229,27,1330,5.0,3834,0.3468961919666145,False,few_routes,1770,False,still_excluded
1780,50,27,373,9.0,749,0.4979973297730307,False,few_routes,1780,False,still_excluded
1782,97,27,342,2.0,1818,0.1881188118811881,False,few_routes,1782,False,still_excluded
1800,38,26,188,3.0,498,0.3775100401606425,False,few_routes,1800,False,still_excluded
1810,225,26,741,2.0,3860,0.1919689119170984,False,few_routes,1810,False,still_excluded
1830,91,26,457,3.0,1373,0.3328477785870357,False,few_routes,1830,False,still_excluded
1840,308,27,2314,9.0,5097,0.4539925446340985,False,few_routes,1840,False,still_excluded
1860,93,28,424,3.0,1615,0.2625386996904025,False,few_routes,1860,False,still_excluded
1861,27,25,153,14.0,441,0.3469387755102041,False,few_routes,1861,False,still_excluded
1870,230,26,1029,15.0,3741,0.2750601443464314,False,few_routes,1870,False,still_excluded
1880,159,27,672,2.0,2685,0.2502793296089385,False,few_routes,1880,False,still_excluded
1900,953,28,4485,2.0,14880,0.3014112903225806,False,few_routes,1900,False,still_excluded
1910,140,27,349,1.0,2597,0.1343858298036195,False,few_routes,1910,False,still_excluded
1920,8,17,26,1.0,113,0.2300884955752212,False,few_routes,1920,False,still_excluded
1940,3429,35,25553,2.0,57012,0.4482038869010033,True,,1940,True,kept
1945,24,14,36,2.0,418,0.0861244019138756,False,few_routes,1945,False,still_excluded
19510,1,3,3,3.0,9,0.3333333333333333,False,few_routes,19510,False,still_excluded
1960,1038,28,7391,3.0,17663,0.4184453377116005,False,few_years,1960,False,still_excluded
1970,430,26,2192,3.0,7243,0.3026370288554466,False,few_routes,1970,False,still_excluded
1980,18,26,93,1.0,266,0.3496240601503759,False,few_routes,1980,False,still_excluded
1990,159,26,950,2.0,2659,0.3572771718691237,False,few_routes,1990,False,still_excluded
20,253,27,1151,2.0,3641,0.316121944520736,False,few_routes,20,False,still_excluded
2000,537,27,3550,2.0,9109,0.3897244483477879,False,few_routes,2000,False,still_excluded
2001,726,28,6324,14.0,12115,0.5219975237309121,False,few_routes,2001,False,still_excluded
2010,1934,31,11358,1.0,35015,0.3243752677423961,True,,2010,True,kept
2020,549,27,1915,2.0,9325,0.2053619302949061,False,few_routes,2020,False,still_excluded
2030,273,26,849,1.0,4732,0.1794167371090448,False,few_routes,2030,False,still_excluded
2035,22,19,33,2.0,392,0.0841836734693877,False,few_routes,2035,False,still_excluded
2040,4,6,6,1.0,78,0.0769230769230769,False,few_routes,2040,False,still_excluded
2060,1015,29,7259,4.0,15432,0.470386210471747,False,few_years,2060,False,still_excluded
20630,1,2,2,2.0,22,0.0909090909090909,False,few_routes,20630,False,still_excluded
2070,43,26,132,1.0,772,0.1709844559585492,False,few_routes,2070,False,still_excluded
2080,51,26,174,1.0,838,0.2076372315035799,False,few_routes,2080,False,still_excluded
2090,2,2,3,4.0,25,0.12,False,few_routes,2090,False,still_excluded
210,1,1,1,11.0,2,0.5,False,few_routes,210,False,still_excluded
2110,51,26,412,3.0,893,0.4613661814109742,False,few_routes,2110,False,still_excluded
2111,6,20,29,3.0,111,0.2612612612612612,False,few_routes,2111,False,still_excluded
2120,338,27,843,1.0,6341,0.1329443305472323,False,few_routes,2120,False,still_excluded
2140,1019,31,5334,2.0,15690,0.339961759082218,True,,2140,True,kept
2150,63,25,162,1.5,1094,0.1480804387568556,False,few_routes,2150,False,still_excluded
2160,6,20,25,1.0,128,0.1953125,False,few_routes,2160,False,still_excluded
2180,40,26,114,1.0,621,0.1835748792270531,False,few_routes,2180,False,still_excluded
2190,177,27,879,2.0,3191,0.2754622375430899,False,few_routes,2190,False,still_excluded
2210,868,28,5017,4.0,13735,0.3652712049508554,False,few_routes,2210,False,still_excluded
2220,1,3,3,113.0,3,1.0,False,few_routes,2220,False,still_excluded
2230,32,26,131,2.0,456,0.2872807017543859,False,few_routes,2230,False,still_excluded
2240,523,28,2609,3.0,8072,0.3232160555004955,False,few_routes,2240,False,still_excluded
2250,447,28,2055,3.0,6951,0.2956409149762624,False,few_routes,2250,False,still_excluded
2260,306,27,1404,3.0,4896,0.2867647058823529,False,few_routes,2260,False,still_excluded
2280,319,28,539,1.0,5768,0.0934466019417475,False,few_routes,2280,False,still_excluded
22860,1950,26,13422,4.0,33012,0.4065794256633951,False,few_years,22860,False,still_excluded
230,41,26,306,5.0,638,0.4796238244514106,False,few_routes,230,False,still_excluded
2300,1866,35,15974,4.0,27035,0.5908636952099131,True,,2300,True,kept
2310,19,25,65,2.0,237,0.2742616033755274,False,few_routes,2310,False,still_excluded
2320,3,3,4,4.5,36,0.1111111111111111,False,few_routes,2320,False,still_excluded
2327,2,3,3,1.0,27,0.1111111111111111,False,few_routes,2327,False,still_excluded
2330,4,10,13,3.0,26,0.5,False,few_routes,2330,False,still_excluded
2340,2,3,3,2.0,19,0.1578947368421052,False,few_routes,2340,False,still_excluded
2356,2,11,12,65.5,12,1.0,False,few_routes,2356,False,still_excluded
2390,5,8,9,1.0,55,0.1636363636363636,False,few_routes,2390,False,still_excluded
240,1,2,2,11.5,2,1.0,False,few_routes,240,False,still_excluded
2400,1,3,3,3.0,3,1.0,False,few_routes,2400,False,still_excluded
2410,3,5,5,1.0,39,0.1282051282051282,False,few_routes,2410,False,still_excluded
2420,44,26,184,2.0,610,0.3016393442622951,False,few_routes,2420,False,still_excluded
2422,1,1,1,1.0,3,0.3333333333333333,False,few_routes,2422,False,still_excluded
2429,15,13,34,2.0,259,0.1312741312741312,False,few_routes,2429,False,still_excluded
2430,7,17,29,4.0,83,0.3493975903614458,False,few_routes,2430,False,still_excluded
2460,15,23,56,6.5,213,0.2629107981220657,False,few_routes,2460,False,still_excluded
2470,12,21,63,5.0,145,0.4344827586206896,False,few_routes,2470,False,still_excluded
2480,1,1,1,5.0,15,0.0666666666666666,False,few_routes,2480,False,still_excluded
2490,368,29,2885,4.0,5047,0.5716267089360015,False,few_routes,2490,False,still_excluded
2500,6,13,24,2.0,77,0.3116883116883117,False,few_routes,2500,False,still_excluded
2510,5,21,35,2.0,71,0.4929577464788732,False,few_routes,2510,False,still_excluded
2540,248,26,1062,2.0,2968,0.3578167115902965,False,few_routes,2540,False,still_excluded
2550,236,27,1209,2.0,3065,0.3944535073409461,False,few_routes,2550,False,still_excluded
2555,18,15,23,1.0,256,0.08984375,False,few_routes,2555,False,still_excluded
2560,229,27,721,1.0,2760,0.261231884057971,False,few_routes,2560,False,still_excluded
2580,494,30,4003,3.0,7191,0.5566680572938395,False,few_routes,2580,False,still_excluded
2590,10,22,49,1.0,151,0.3245033112582781,False,few_routes,2590,False,still_excluded
2610,828,29,6235,4.0,13503,0.4617492409094275,False,few_routes,2610,False,still_excluded
2620,1,2,2,1.5,3,0.6666666666666666,False,few_routes,2620,False,still_excluded
2630,1611,33,7156,1.0,25787,0.2775041687672083,False,low_prevalence,2630,True,dropped
2640,440,27,3268,4.0,6670,0.4899550224887556,False,few_routes,2640,False,still_excluded
2650,24,26,144,2.0,356,0.4044943820224719,False,few_routes,2650,False,still_excluded
2680,5,9,10,2.5,70,0.1428571428571428,False,few_routes,2680,False,still_excluded
270,20,26,64,2.0,222,0.2882882882882883,False,few_routes,270,False,still_excluded
2700,4,8,8,1.0,64,0.125,False,few_routes,2700,False,still_excluded
2720,21,26,128,2.0,301,0.4252491694352159,False,few_routes,2720,False,still_excluded
2721,13,25,66,2.0,152,0.4342105263157895,False,few_routes,2721,False,still_excluded
2730,3882,36,44249,5.0,62578,0.7071015372814727,True,,2730,True,kept
2740,52,26,199,2.0,746,0.2667560321715818,False,few_routes,2740,False,still_excluded
2770,6,7,9,1.0,121,0.0743801652892562,False,few_routes,2770,False,still_excluded
2780,13,23,59,4.0,211,0.2796208530805687,False,few_routes,2780,False,still_excluded
2800,9,17,28,2.0,109,0.2568807339449541,False,few_routes,2800,False,still_excluded
2810,67,27,296,2.0,1170,0.252991452991453,False,few_routes,2810,False,still_excluded
2820,4,5,5,1.0,76,0.0657894736842105,False,few_routes,2820,False,still_excluded
2830,4,9,11,1.0,71,0.1549295774647887,False,few_routes,2830,False,still_excluded
2840,2,9,9,1.0,22,0.4090909090909091,False,few_routes,2840,False,still_excluded
2860,11,26,94,2.0,231,0.4069264069264069,False,few_routes,2860,False,still_excluded
2870,15,27,85,2.0,217,0.391705069124424,False,few_routes,2870,False,still_excluded
2881,386,28,1517,2.0,6186,0.2452311671516327,False,few_routes,2881,False,still_excluded
2882,156,26,851,3.0,2480,0.3431451612903226,False,few_routes,2882,False,still_excluded
2890,1673,31,19031,8.0,29225,0.6511890504704876,True,,2890,True,kept
290,22,27,144,3.0,371,0.3881401617250674,False,few_routes,290,False,still_excluded
2920,167,28,1413,4.0,2467,0.5727604377786786,False,few_routes,2920,False,still_excluded
2930,185,27,1987,6.0,3202,0.6205496564647096,False,few_routes,2930,False,still_excluded
2940,403,28,4078,7.0,6021,0.6772961302109284,False,few_routes,2940,False,still_excluded
2950,122,26,1510,13.0,1855,0.8140161725067385,False,few_routes,2950,False,still_excluded
2960,20,24,80,2.0,410,0.1951219512195122,False,few_routes,2960,False,still_excluded
2970,98,26,212,1.0,1692,0.1252955082742316,False,few_routes,2970,False,still_excluded
2971,126,27,683,2.0,1843,0.3705914270211611,False,few_routes,2971,False,still_excluded
2973,17,18,38,1.0,309,0.1229773462783171,False,few_routes,2973,False,still_excluded
2980,98,26,183,1.0,1245,0.1469879518072289,False,few_routes,2980,False,still_excluded
30,198,28,619,2.0,2854,0.2168885774351787,False,few_routes,30,False,still_excluded
300,9,17,35,11.0,160,0.21875,False,few_routes,300,False,still_excluded
3000,1120,29,3954,1.0,17136,0.2307422969187675,False,few_years,3000,False,still_excluded
3010,52,26,305,3.0,734,0.4155313351498637,False,few_routes,3010,False,still_excluded
3020,20,26,77,2.0,282,0.2730496453900709,False,few_routes,3020,False,still_excluded
3040,2,3,3,1.0,46,0.0652173913043478,False,few_routes,3040,False,still_excluded
3050,86,26,420,4.0,1401,0.2997858672376873,False,few_routes,3050,False,still_excluded
3070,18,22,65,2.0,340,0.1911764705882352,False,few_routes,3070,False,still_excluded
3080,345,28,1517,2.0,5170,0.2934235976789168,False,few_routes,3080,False,still_excluded
3089,6,19,25,2.0,134,0.1865671641791045,False,few_routes,3089,False,still_excluded
3090,119,29,429,3.0,1802,0.2380688124306326,False,few_routes,3090,False,still_excluded
3091,1549,29,13931,7.0,26787,0.520065703512898,False,few_years,3091,False,still_excluded
3095,1,9,9,24.0,9,1.0,False,few_routes,3095,False,still_excluded
310,1,1,1,1.0,16,0.0625,False,few_routes,310,False,still_excluded
3100,2455,28,16085,2.0,43839,0.3669107415771345,False,few_years,3100,False,still_excluded
3110,4,12,15,2.0,60,0.25,False,few_routes,3110,False,still_excluded
3120,300,28,2217,4.0,4665,0.4752411575562701,False,few_routes,3120,False,still_excluded
3130,3,3,3,1.0,46,0.0652173913043478,False,few_routes,3130,False,still_excluded
3131,3083,34,28209,6.0,51072,0.5523378759398496,True,,3131,True,kept
3140,6,24,55,9.0,84,0.6547619047619048,False,few_routes,3140,False,still_excluded
315,2,7,7,20.0,27,0.2592592592592592,False,few_routes,315,False,still_excluded
3151,4,5,7,1.0,37,0.1891891891891892,False,few_routes,3151,False,still_excluded
3152,4,5,5,3.0,60,0.0833333333333333,False,few_routes,3152,False,still_excluded
3160,4153,36,61476,23.0,65594,0.9372198676708235,True,,3160,True,kept
3180,28,27,165,2.0,404,0.4084158415841584,False,few_routes,3180,False,still_excluded
3190,402,27,2981,7.0,6855,0.4348650619985412,False,few_routes,3190,False,still_excluded
320,7,20,27,15.0,78,0.3461538461538461,False,few_routes,320,False,still_excluded
3200,317,27,2804,3.0,5194,0.5398536773199846,False,few_routes,3200,False,still_excluded
3201,2,2,2,1.0,18,0.1111111111111111,False,few_routes,3201,False,still_excluded
3210,234,27,1621,2.0,3959,0.4094468300075776,False,few_routes,3210,False,still_excluded
3240,2,7,7,6.0,31,0.2258064516129032,False,few_routes,3240,False,still_excluded
3250,3467,31,33243,4.0,57794,0.5751981174516386,True,,3250,True,kept
3255,21,14,26,4.0,378,0.0687830687830687,False,few_routes,3255,False,still_excluded
3260,1058,29,9345,4.0,18314,0.510265370754614,False,few_years,3260,False,still_excluded
3270,159,26,794,2.0,2764,0.2872648335745296,False,few_routes,3270,False,still_excluded
3271,1,1,1,1.0,10,0.1,False,few_routes,3271,False,still_excluded
3280,106,27,327,1.0,1784,0.1832959641255605,False,few_routes,3280,False,still_excluded
3290,564,27,3029,2.0,9703,0.3121714933525714,False,few_routes,3290,False,still_excluded
3300,5,10,10,1.0,96,0.1041666666666666,False,few_routes,3300,False,still_excluded
3310,1782,28,8369,1.0,28916,0.2894245400470328,False,few_years,3310,False,still_excluded
3320,1115,29,1749,1.0,20479,0.0854045607695688,False,few_years,3320,False,still_excluded
3330,2085,28,5197,1.0,38563,0.1347664860099058,False,few_years,3330,False,still_excluded
3333,120,27,140,1.0,2179,0.0642496558054153,False,few_routes,3333,False,still_excluded
3340,379,27,556,1.0,6718,0.0827627270020839,False,few_routes,3340,False,still_excluded
3350,67,27,424,2.0,1075,0.3944186046511628,False,few_routes,3350,False,still_excluded
3370,4078,35,36249,2.0,65444,0.5538934050485912,True,,3370,True,kept
3380,26,25,69,1.0,425,0.1623529411764706,False,few_routes,3380,False,still_excluded
3390,1618,27,12229,2.0,28144,0.4345153496304718,False,few_years,3390,False,still_excluded
3400,35,25,90,1.0,691,0.130246020260492,False,few_routes,3400,False,still_excluded
3410,29,26,181,2.0,488,0.3709016393442623,False,few_routes,3410,False,still_excluded
3420,1100,30,8142,2.0,17355,0.4691443388072601,True,,3420,True,kept
3430,1361,31,4856,1.0,23580,0.2059372349448685,False,low_prevalence,3430,True,dropped
3440,9,9,10,1.0,161,0.062111801242236,False,few_routes,3440,False,still_excluded
3450,4,12,16,1.0,90,0.1777777777777777,False,few_routes,3450,False,still_excluded
3451,188,26,296,1.0,3230,0.091640866873065,False,few_routes,3451,False,still_excluded
3460,12,26,104,3.0,215,0.4837209302325581,False,few_routes,3460,False,still_excluded
3470,35,25,94,1.0,470,0.2,False,few_routes,3470,False,still_excluded
3480,454,27,2175,1.0,7169,0.3033895940856465,False,few_routes,3480,False,still_excluded
3490,638,28,2407,1.0,10488,0.2295003813882532,False,few_routes,3490,False,still_excluded
3520,1529,30,5391,1.0,26353,0.20456873980192,False,low_prevalence,3520,True,dropped
3540,11,15,23,1.0,210,0.1095238095238095,False,few_routes,3540,False,still_excluded
3550,520,27,1392,1.0,8619,0.1615036547163244,False,few_routes,3550,False,still_excluded
3560,258,26,423,1.0,4613,0.0916973769781053,False,few_routes,3560,False,still_excluded
3570,810,28,1831,1.0,12108,0.151222332342253,False,few_routes,3570,False,still_excluded
3590,2,2,2,1.5,44,0.0454545454545454,False,few_routes,3590,False,still_excluded
360,3,6,6,2.5,36,0.1666666666666666,False,few_routes,360,False,still_excluded
3600,3156,33,20691,1.0,51870,0.3989010989010989,True,,3600,True,kept
3620,153,27,1206,3.0,2517,0.4791418355184744,False,few_routes,3620,False,still_excluded
3640,1211,31,5607,1.0,20428,0.2744762091247307,False,low_prevalence,3640,True,dropped
3650,142,26,252,1.0,2453,0.1027313493681206,False,few_routes,3650,False,still_excluded
3660,51,25,57,1.0,890,0.0640449438202247,False,few_routes,3660,False,still_excluded
3670,364,27,893,1.0,5862,0.1523370863186625,False,few_routes,3670,False,still_excluded
3680,1441,27,5155,1.0,26603,0.1937751381423147,False,few_years,3680,False,still_excluded
3690,10,14,19,1.0,159,0.1194968553459119,False,few_routes,3690,False,still_excluded
370,17,25,66,2.0,215,0.3069767441860465,False,few_routes,370,False,still_excluded
3700,86,27,128,1.0,1353,0.0946045824094604,False,few_routes,3700,False,still_excluded
3710,29,16,34,1.0,436,0.0779816513761468,False,few_routes,3710,False,still_excluded
3720,89,27,102,1.0,1606,0.0635118306351183,False,few_routes,3720,False,still_excluded
3730,413,26,575,1.0,8170,0.0703794369645042,False,few_routes,3730,False,still_excluded
3731,1,1,1,1.0,13,0.0769230769230769,False,few_routes,3731,False,still_excluded
3732,78,26,102,1.0,1399,0.0729092208720514,False,few_routes,3732,False,still_excluded
3740,8,9,9,1.0,138,0.0652173913043478,False,few_routes,3740,False,still_excluded
3750,2187,27,6916,1.0,38754,0.1784589977808742,False,few_years,3750,False,still_excluded
3760,2,3,3,1.0,14,0.2142857142857142,False,few_routes,3760,False,still_excluded
3770,62,25,111,1.0,1071,0.103641456582633,False,few_routes,3770,False,still_excluded
3780,451,27,2361,2.0,7475,0.3158528428093645,False,few_routes,3780,False,still_excluded
3790,221,27,406,1.0,3791,0.107095753099446,False,few_routes,3790,False,still_excluded
380,25,26,174,4.0,372,0.4677419354838709,False,few_routes,380,False,still_excluded
3800,1,3,3,1.0,18,0.1666666666666666,False,few_routes,3800,False,still_excluded
3810,16,15,26,1.0,267,0.097378277153558,False,few_routes,3810,False,still_excluded
3822,2,2,2,3.5,44,0.0454545454545454,False,few_routes,3822,False,still_excluded
3824,9,24,44,4.0,154,0.2857142857142857,False,few_routes,3824,False,still_excluded
3826,1,2,2,3.0,23,0.0869565217391304,False,few_routes,3826,False,still_excluded
3830,3,2,3,1.0,28,0.1071428571428571,False,few_routes,3830,False,still_excluded
3840,20,26,89,2.0,296,0.3006756756756756,False,few_routes,3840,False,still_excluded
3850,447,27,2879,2.0,7427,0.3876396930119833,False,few_routes,3850,False,still_excluded
3860,5,20,33,1.0,81,0.4074074074074074,False,few_routes,3860,False,still_excluded
3870,2109,31,23090,4.0,36900,0.6257452574525745,True,,3870,True,kept
3875,39,21,67,1.0,696,0.0962643678160919,False,few_routes,3875,False,still_excluded
3880,1309,31,6045,1.0,23312,0.2593085106382978,False,low_prevalence,3880,True,dropped
3890,4,11,13,1.0,69,0.1884057971014492,False,few_routes,3890,False,still_excluded
3900,2778,34,11991,1.0,47544,0.252208480565371,False,low_prevalence,3900,True,dropped
3901,4,4,5,1.0,69,0.072463768115942,False,few_routes,3901,False,still_excluded
3910,6,5,6,1.0,74,0.081081081081081,False,few_routes,3910,False,still_excluded
3920,584,27,1981,2.0,8761,0.2261157402123045,False,few_routes,3920,False,still_excluded
3930,3215,32,21272,1.0,52363,0.4062410480682925,True,,3930,True,kept
3940,3348,33,33931,2.0,54869,0.6184001895423645,True,,3940,True,kept
3950,28,26,155,2.0,510,0.3039215686274509,False,few_routes,3950,False,still_excluded
3960,299,27,2849,2.0,4974,0.572778447929232,False,few_routes,3960,False,still_excluded
3970,112,27,998,4.0,1380,0.7231884057971014,False,few_routes,3970,False,still_excluded
3975,4,23,38,2.0,69,0.5507246376811594,False,few_routes,3975,False,still_excluded
3990,103,27,721,2.0,1648,0.4375,False,few_routes,3990,False,still_excluded
40,296,28,1132,4.0,4762,0.2377152456950861,False,few_routes,40,False,still_excluded
400,16,26,110,16.5,238,0.4621848739495798,False,few_routes,400,False,still_excluded
4000,327,27,794,1.0,4506,0.1762094984465157,False,few_routes,4000,False,still_excluded
4010,295,26,936,1.0,4246,0.2204427696655675,False,few_routes,4010,False,still_excluded
4020,1183,31,11141,3.0,17320,0.6432448036951501,True,,4020,True,kept
4021,378,30,3137,2.0,6156,0.5095841455490578,False,few_routes,4021,False,still_excluded
4022,81,27,289,2.0,1411,0.2048192771084337,False,few_routes,4022,False,still_excluded
4030,270,27,2250,2.0,4081,0.5513354569958343,False,few_routes,4030,False,still_excluded
4040,185,27,1055,2.0,3141,0.3358802929003502,False,few_routes,4040,False,still_excluded
4050,2714,31,24731,2.0,44188,0.5596768353399113,True,,4050,True,kept
4060,1650,29,13628,2.0,28705,0.4747604946873367,False,few_years,4060,False,still_excluded
4070,179,28,1868,10.0,2607,0.7165324127349444,False,few_routes,4070,False,still_excluded
4080,148,26,604,1.0,2697,0.2239525398591027,False,few_routes,4080,False,still_excluded
4090,2023,31,29409,8.0,35089,0.8381259084043432,True,,4090,True,kept
4100,102,27,1204,6.0,1607,0.7492221530802738,False,few_routes,4100,False,still_excluded
4110,43,26,522,9.0,698,0.7478510028653295,False,few_routes,4110,False,still_excluded
4120,2970,34,31800,2.0,47009,0.6764662085983535,True,,4120,True,kept
4123,309,26,1156,2.0,4540,0.2546255506607929,False,few_routes,4123,False,still_excluded
4125,13,13,20,1.0,241,0.0829875518672199,False,few_routes,4125,False,still_excluded
4130,1135,30,11975,4.0,17336,0.6907591139824643,True,,4130,True,kept
4140,31,26,326,5.0,484,0.6735537190082644,False,few_routes,4140,False,still_excluded
4160,655,30,5516,2.0,11508,0.4793187347931874,False,few_routes,4160,False,still_excluded
4171,508,29,2211,1.0,9295,0.2378698224852071,False,few_routes,4171,False,still_excluded
4172,10,20,27,2.0,198,0.1363636363636363,False,few_routes,4172,False,still_excluded
4180,309,27,987,1.0,5229,0.1887550200803212,False,few_routes,4180,False,still_excluded
4190,24,26,115,2.0,375,0.3066666666666666,False,few_routes,4190,False,still_excluded
420,22,26,138,4.0,297,0.4646464646464646,False,few_routes,420,False,still_excluded
4200,2074,33,14960,3.0,33636,0.4447615649898918,True,,4200,True,kept
4205,10,13,20,1.0,182,0.1098901098901098,False,few_routes,4205,False,still_excluded
4206,1,1,1,1.0,3,0.3333333333333333,False,few_routes,4206,False,still_excluded
4210,164,27,1321,4.0,2439,0.5416154161541615,False,few_routes,4210,False,still_excluded
4220,83,28,189,3.0,1196,0.1580267558528428,False,few_routes,4220,False,still_excluded
4230,2293,32,26893,5.0,39675,0.6778323881537492,True,,4230,True,kept
4240,242,28,1056,2.0,3968,0.2661290322580645,False,few_routes,4240,False,still_excluded
4250,336,27,1598,3.0,5357,0.2983012880343476,False,few_routes,4250,False,still_excluded
4260,3,7,7,1.0,52,0.1346153846153846,False,few_routes,4260,False,still_excluded
4270,4,12,12,1.0,64,0.1875,False,few_routes,4270,False,still_excluded
4280,2219,30,15630,1.0,38329,0.4077852278953273,True,,4280,True,kept
