species,M1_obs,M3_obs,M1,M3,HG_occ,HG_regional,HG_abund,mig,name,HG
5870,-0.0006362275470856993,0.008008941375682865,-0.0006362275470856993,0.008008941375682865,,-0.28646427097302873,0.008645168922768565,short_dist,Eastern Towhee,-0.0102381953364998
5930,-0.007787929932265625,0.006496071363343625,-0.007787929932265625,0.006496071363343625,,-0.06148975282395064,0.01428400129560925,migrant,Northern Cardinal,0.0133933603146378
5950,-0.002410416556851702,0.005228256680695931,-0.002410416556851702,0.005228256680695931,,-0.04732963550858438,0.007638673237547633,migrant,Rose-breasted Grosbeak,0.0003290074483492
5970,0.003908119845893676,0.02972235593278094,0.003908119845893676,0.02972235593278094,,,0.025814236086887266,migrant,Blue Grosbeak,0.012953455919376
5980,-0.0016753441784354006,7.339520406879352e-05,-0.0016753441784354006,7.339520406879352e-05,,-0.0631791032279172,0.0017487393825041941,migrant,Indigo Bunting,0.0010658806207641
6080,-0.002430662732122446,-0.006067721735518283,-0.002430662732122446,-0.006067721735518283,,-0.01887961480754896,-0.003637059003395837,migrant,Scarlet Tanager,-0.001812662664492
6110,-0.002193905857003964,0.033876294985254685,-0.002193905857003964,0.033876294985254685,,-0.0845823977312179,0.03607020084225865,migrant,Purple Martin,0.0284294035832186
6120,-0.0010395327945189603,-0.009102669966459365,-0.0010395327945189603,-0.009102669966459365,,-0.5031156482830992,-0.008063137171940404,migrant,Cliff Swallow,-0.0056636109209016
6130,-0.005153825997211703,0.003041072830157532,-0.005153825997211703,0.003041072830157532,,1.565309372216928,0.008194898827369235,migrant,Barn Swallow,0.0053465550181392
6140,-0.002483332094616264,0.00899991676719003,-0.002483332094616264,0.00899991676718992,,1.0078909084528511,0.011483248861806183,migrant,Tree Swallow,0.0153639963707007
6170,-0.003122775119019039,0.002874372028254246,-0.003122775119019039,0.0028743720282545793,,0.06907633394052526,0.005997147147273618,migrant,Northern Rough-winged Swallow,0.0228044101559999
6190,-0.0048257184047511,0.004766532124355738,-0.0048257184047511,0.004766532124355738,,0.07003599622017664,0.009592250529106838,short_dist,Cedar Waxwing,0.0060145628340085
6240,-0.002139723008222516,0.010622548168101043,-0.002139723008222516,0.010622548168101265,,0.1555141736339989,0.01276227117632378,migrant,Red-eyed Vireo,0.0114514879002027
6270,-0.013695624271919726,-0.010044316577314305,-0.013695624271919726,-0.010044316577314305,,2.002342838886511,0.0036513076946054213,migrant,Warbling Vireo,6.707016824569756e-05
6280,-0.02683387624916822,-0.00809862560044694,-0.02683387624916822,-0.00809862560044694,,-0.0461513879931188,0.01873525064872128,migrant,Yellow-throated Vireo,0.0068679875894221
6290,0.003565523270502302,0.023429296816809497,0.003565523270502302,0.023429296816809497,,-0.29070178962717774,0.019863773546307195,migrant,Blue-headed Vireo,0.0126023618597723
6310,-0.001465462589095079,0.04034296260569692,-0.001465462589095079,0.04034296260569692,,,0.041808425194792,migrant,White-eyed Vireo,0.0386229066910943
6360,-0.015904235217972795,0.012170182408182684,-0.015904235217972795,0.012170182408182684,,0.06620731950686021,0.02807441762615548,migrant,Black-and-white Warbler,0.0192839841968406
6450,-4.038093337242738e+23,-3.9026158608918494e+23,-4.038093337242738e+23,-3.9026158608918575e+23,,-0.07733286226405722,1.3547747635088023e+22,migrant,Nashville Warbler,0.0051060316658407
6480,-0.0005016490407707686,0.0864169159355479,-0.0005016490407707686,0.0864169159355479,,0.3185926076977663,0.08691856497631867,migrant,Northern Parula,0.0747098322706278
6520,-0.008474812815773891,-0.012104892537103229,-0.008474812815773891,-0.012104892537103229,,-0.2587427892972185,-0.003630079721329338,migrant,Yellow Warbler,0.0012209285881615
6550,-0.13308411775482676,-0.08792683699762183,-0.13308411775482676,-0.08792683699762183,,-0.11034972281678312,0.04515728075720493,migrant,(Myrtle Warbler) Yellow-rumped Warbler,0.0453562490169721
6590,-0.0013429935536735105,0.023053148444644567,-0.0013429935536735105,0.023053148444644567,,0.05875486294921295,0.024396141998318077,migrant,Chestnut-sided Warbler,0.0239841940686235
6670,-0.00019208551757898817,0.034381671465882,-0.00019208551757898817,0.034381671465882,,0.4378132282374181,0.03457375698346099,migrant,Black-throated Green Warbler,0.0323747747524451
6710,0.009985765933232527,0.02960667620298707,0.009985765933232527,0.02960667620298718,,-0.17892367976165469,0.019620910269754654,migrant,Pine Warbler,0.0178436201243538
6740,-0.0028693627190872206,0.01655651575900663,-0.0028693627190872206,0.01655651575900663,,0.08305461895270483,0.01942587847809385,migrant,Ovenbird,0.017547952594404
6750,-0.001980402058333386,0.0015775741576075086,-0.001980402058333386,0.0015775741576075086,,-0.13801777289620354,0.0035579762159408945,migrant,Northern Waterthrush,0.0039242064612573
6810,0.00168124622683552,0.01635293992929432,0.00168124622683552,0.01635293992929432,,-0.03226859665729176,0.014671693702458799,migrant,Common Yellowthroat,0.0088884772495521
6830,-0.004493954366710851,-0.004378911361467841,-0.004493954366710851,-0.004378911361467841,,0.0013714335296384217,0.00011504300524300959,short_dist,Yellow-breasted Chat,-0.0121401077687096
6850,-0.006806307491111774,-0.0031827216659936486,-0.006806307491111774,-0.0031827216659936486,,-0.004589155809810341,0.003623585825118125,migrant,Wilson's Warbler,-0.0067527155268161
6870,-0.00374339254251832,0.03606791730174652,-0.00374339254251832,0.03606791730174652,,-0.07727887790862575,0.03981130984426484,migrant,American Redstart,0.031205558393189
6882,-0.0019574999662337333,-0.023376722666245797,-0.0019574999662337333,-0.023376722666245797,,0.048655497593807384,-0.021419222700012064,short_dist,House Sparrow,-0.013448439267738
70,-0.007367403378344406,-0.0014300262362507699,-0.007367403378344406,-0.0014300262362507699,,-0.21776371958471108,0.005937377142093636,short_dist,Common Loon,0.0021601498076666
7030,0.00226018367607439,0.0014173923850205883,0.00226018367607439,0.0014173923850205883,,-0.0026098410488504253,-0.0008427912910538016,short_dist,Northern Mockingbird,-0.0150154239029389
7040,0.00798263290378709,0.01951255692449516,0.00798263290378709,0.01951255692449516,,-0.2447152949681508,0.011529924020708071,short_dist,Gray Catbird,0.0042665175162768
7050,-8.704336034792703e-05,0.0040389883476373845,-8.704336034792703e-05,0.0040389883476373845,,-0.8638689198069842,0.0041260317079853115,short_dist,Brown Thrasher,-0.007092962669938
7180,-0.1240658970926447,-0.08856446239180427,-0.1240658970926447,-0.08856446239180427,,0.10864579073235825,0.03550143470084044,resident,Carolina Wren,0.038853140500383
7210,-0.007702430906531443,0.015174731199271152,-0.007702430906531443,0.015174731199271152,,0.09439754748589158,0.022877162105802595,resident,House Wren,0.0190793880637794
7280,-0.02774047134453328,-0.031242244002064545,-0.02774047134453328,-0.031242244002064767,,0.19699575130573943,-0.003501772657531488,resident,Red-breasted Nuthatch,-0.005588385077144
7310,-0.00311477916082592,0.02685622379465269,-0.00311477916082592,0.02685622379465269,,-0.07592454146211924,0.02997100295547861,resident,Tufted Titmouse,0.0264699159313147
7350,-0.005794674829252777,-8.877540442497889e-05,-0.005794674829252777,-8.877540442497889e-05,,0.4493602126310081,0.005705899424827798,resident,Black-capped Chickadee,0.0006673658647444
7360,0.0006731395545535035,0.019740988918554914,0.0006731395545535035,0.019740988918555247,,,0.019067849364001743,resident,Carolina Chickadee,0.0178931199183889
7480,-0.00985427628231439,0.008945880544482088,-0.00985427628231439,0.008945880544482088,,-0.16552241490890918,0.018800156826796477,short_dist,Golden-crowned Kinglet,0.0062855757031197
7490,-0.02596490074162361,0.002231590963961305,-0.02596490074162361,0.002231590963961305,,0.5593486514718495,0.028196491705584914,short_dist,Ruby-crowned Kinglet,0.0268661253938571
7510,-0.02398640902838145,0.003730458048422647,-0.02398640902838145,0.003730458048422536,,0.2873224690681524,0.027716867076803986,migrant,Blue-gray Gnatcatcher,0.0325576790177966
7550,-0.0035402230113272815,-0.011161678693893728,-0.0035402230113272815,-0.011161678693893728,,-0.0258729997423901,-0.007621455682566447,short_dist,Wood Thrush,5.975747314446167e-05
7560,-0.003167611096050349,0.012297363138407014,-0.003167611096050349,0.012297363138407014,,-0.6304978687035918,0.015464974234457363,short_dist,Veery,0.0127761557054079
7580,-0.001817868229822217,0.008039828411786298,-0.001817868229822217,0.008039828411786298,,-0.42892177183145996,0.009857696641608515,short_dist,Swainson's Thrush,0.0086902121019725
7590,-0.002375998179646066,-0.00604481019771419,-0.002375998179646066,-0.00604481019771419,,0.017271081183600323,-0.003668812018068124,short_dist,Hermit Thrush,-0.0104313423783257
7610,0.0006219503145081795,0.009617789785043573,0.0006219503145081795,0.009617789785043573,,1.2654405991436406,0.008995839470535394,short_dist,American Robin,0.0052812411958688
7660,-0.007205110574123097,-0.005914033903385851,-0.007205110574123097,-0.005914033903385851,,-0.3482195387510931,0.0012910766707372456,short_dist,Eastern Bluebird,0.0053546984498454
