species,M1_loyo,M3_loyo,HG_loyo
1320,-3.761269277613444e-05,0.01075704648983511,0.010794659182611244
1720,-0.00012677434864971637,0.001271010642994841,0.0013977849916445573
1940,-0.00011287718935748536,0.017036464725818545,0.01714934191517603
2010,-0.00028627590128582625,0.011304534322953641,0.011590810224239467
2140,0.0028536352782798646,0.00988918301258479,0.0070355477343049255
2300,0.0010361714934574717,0.02392449910865535,0.02288832761519788
2730,-0.00046804351971596603,0.018136534592857023,0.01860457811257299
2890,-9.645891995258005e-05,0.09723346774603359,0.09732992666598617
3131,0.00015786637568870887,0.011320171379769262,0.011162305004080553
3160,-5.0928826421436924e-05,0.0326616216203528,0.032712550446774236
3250,-2.309959863722973e+20,-4.5706925087338594e+20,-2.2607326450108865e+20
3370,-0.0001600865203388313,0.006223397324081836,0.006383483844420668
3420,-0.0005646675573298676,0.025013734545024202,0.02557840210235407
3600,7.82632990962151e-05,0.004880065205370432,0.004801801906274217
3870,-0.0002969606988008078,0.012387354501053327,0.012684315199854135
3930,2.6858600098988994e-05,2.6858600098988994e-05,0.0
3940,-0.0026712799025883083,0.016271796173324082,0.01894307607591239
4020,-0.0007511161294586621,0.016406759526355508,0.01715787565581417
4050,-1.5294865536530367e-05,0.009094481898855866,0.009109776764392397
4090,0.0001059255149028493,0.02877684704385497,0.02867092152895212
4120,-0.00029424590061144507,0.008879450867535388,0.009173696768146833
4130,0.0031581438538810236,0.021164777625326314,0.01800663377144529
4200,-0.0005299924405233192,0.006421695855839515,0.006951688296362835
4230,-0.0010458027344406595,-0.14835884193837412,-0.14731303920393346
4280,2.0392765865295814e-05,0.006154279657533235,0.006133886891667939
4440,-0.00028437369089018283,0.03563616168850736,0.035920535379397545
4520,-0.0006388705108315573,0.027631059993993068,0.028269930504824625
4560,-0.0011915149625292276,0.019651202403744072,0.0208427173662733
4590,-0.0007866381890080376,0.02856332446358978,0.029349962652597816
4610,-0.00048314730432807984,0.0278481131491517,0.02833126045347978
4620,-0.00010473038709113425,0.036867726809219126,0.03697245719631026
4650,-0.0008385270586441784,0.04093395353273166,0.04177248059137584
4660,-1.4160268377860774e-05,0.02243640674998093,0.02245056701835879
4661,-0.0009481630504690752,0.020798522616675363,0.02174668566714444
4670,-0.00031044405341096315,0.04877763102101795,0.049088075074428916
4740,-8.687831767928422e-05,0.06845712492385314,0.06854400324153243
4750,-0.00047358728451829535,0.08926359281481755,0.08973718009933584
4770,-0.00023259817542120587,0.028241804859221342,0.028474403034642548
4860,0.0001256587271040166,0.0018953066984267464,0.0017696479713227298
4880,-0.0001385281324139953,0.05165611232602807,0.051794640458442065
4930,5.5701856001455496e-05,0.013898249797899553,0.013842547941898098
4940,-0.0006764450790828214,0.08733749725403084,0.08801394233311366
4950,-3.6859554448209764e-05,0.028374986155032866,0.028411845709481076
4980,-0.00012867535136895647,0.05306804761859307,0.05319672296996203
5010,-0.0030221082438948166,0.06466630885182967,0.06768841709572448
5011,-0.0008084344808902966,0.047639610102234276,0.04844804458312457
5060,0.0002795291295344393,0.06790547953308856,0.06762595040355412
5070,-0.0004027601276952453,0.03236040079822611,0.03276316092592135
5100,-0.0004307559662106719,0.01563536726524828,0.01606612323145895
5110,-0.002057158430486039,0.04470938991972628,0.04676654835021232
5170,-0.00019764712508774096,0.017048971408981428,0.01724661853406917
5190,0.0003312217178623733,0.027067792497403986,0.026736570779541613
5290,0.000779731721708421,0.03496686231159407,0.03418713058988565
5330,-0.00019159611628305484,-0.0008486105985652248,-0.00065701448228217
540,-0.0006137918508668516,0.012978261969884719,0.01359205382075157
5400,-0.0004224820995251122,0.054076800984698026,0.05449928308422314
5420,-0.0008068524089401841,0.08236104314289427,0.08316789555183446
5460,-0.000528113302202815,0.08451961002465547,0.08504772332685828
5580,-0.0002367982630697707,0.042115559602194264,0.042352357865264034
5600,-0.00017679077264354248,0.05617180454586723,0.056348595318510775
5630,-0.0011424818918446267,0.048161906185405834,0.04930438807725046
5670,-0.0009192159901929564,0.019447997411601414,0.02036721340179437
5810,-0.0007159469460940038,0.044030147008125464,0.04474609395421947
5830,-0.0013302327573916362,0.0145840720510364,0.015914304808428037
5840,0.000288807448171835,0.029985057740713694,0.02969625029254186
5870,-5.106825153022854e-05,0.06926271039474496,0.06931377864627519
5930,-7.008882957348916e-05,0.047408773799682,0.04747886262925549
5950,-0.0001729226102791248,0.03079911583031092,0.030972038440590044
5970,-0.00026305366332524116,0.053012084241827906,0.05327513790515315
5980,-0.001340734233941543,0.04972679110620526,0.0510675253401468
6080,-2.658206471606306e-06,0.017183275241404172,0.01718593344787578
6110,-0.0005543935517646759,0.054549439516094034,0.05510383306785871
6120,-0.00012949377158144593,0.002751248905551229,0.002880742677132675
