species,event_year,speed_bias_env,speed_bias_hist
1320,2012,0.22327790973871733,0.1543942992874109
1320,2016,0.2923076923076923,0.32051282051282054
1320,2008,0.2564102564102564,0.2781065088757396
1320,2009,0.2787878787878788,0.23030303030303031
1320,2014,0.3020833333333333,0.19791666666666666
1720,2012,0.30362116991643456,0.22562674094707522
1720,2016,0.20909090909090908,0.18484848484848485
1720,2008,0.1361111111111111,0.23055555555555557
1720,2009,0.1652892561983471,0.20110192837465565
1720,2014,0.21098265895953758,0.18786127167630057
1940,2012,0.23880597014925373,0.26616915422885573
1940,2016,0.18258426966292135,0.38764044943820225
1940,2008,0.3063063063063063,0.28603603603603606
1940,2009,0.33796296296296297,0.1875
1940,2014,0.2344213649851632,0.34421364985163205
2010,2012,0.1328125,0.3203125
2010,2016,0.15,0.5
2010,2008,0.21052631578947367,0.2222222222222222
2010,2009,0.2206896551724138,0.1793103448275862
2010,2014,0.16964285714285715,0.36607142857142855
2140,2012,0.22857142857142856,0.24285714285714285
2140,2016,0.11594202898550725,0.2898550724637681
2140,2008,0.19753086419753085,0.2839506172839506
2140,2009,0.4157303370786517,0.39325842696629215
2140,2014,0.1728395061728395,0.30864197530864196
2300,2012,0.4354243542435424,0.26199261992619927
2300,2016,0.41901408450704225,0.352112676056338
2300,2008,0.25,0.25297619047619047
2300,2009,0.3425925925925926,0.3148148148148148
2300,2014,0.4907749077490775,0.36162361623616235
2730,2012,0.5312180143295804,0.21187308085977483
2730,2016,0.23117154811715482,0.24686192468619247
2730,2008,0.1367837338262477,0.1645101663585952
2730,2009,0.4633911368015414,0.26204238921001927
2730,2014,0.3023255813953488,0.23477297895902546
2890,2012,0.4186046511627907,0.3767441860465116
2890,2016,0.5161290322580645,0.2768817204301075
2890,2008,0.12978723404255318,0.1425531914893617
2890,2009,0.1091703056768559,0.18995633187772926
2890,2014,0.23015873015873015,0.17195767195767195
3131,2012,0.6159420289855072,0.23550724637681159
3131,2016,0.2868369351669941,0.2966601178781925
3131,2008,0.24873096446700507,0.11844331641285956
3131,2009,0.26842105263157895,0.11929824561403508
3131,2014,0.4810379241516966,0.21756487025948104
3160,2012,0.31019387116948094,0.22951844903064414
3160,2016,0.1503225806451613,0.2270967741935484
3160,2008,0.26726190476190476,0.19345238095238096
3160,2009,0.3572296476306197,0.19501822600243013
3160,2014,0.4229274611398964,0.22020725388601037
3250,2012,0.0028694404591104736,0.0028694404591104736
3250,2016,0.0014970059880239522,0.0014970059880239522
3250,2008,0.003003003003003003,0.003003003003003003
3250,2009,0.0030721966205837174,0.0030721966205837174
3250,2014,0.0,0.0
3370,2012,0.43037974683544306,0.14240506329113925
3370,2016,0.32667617689015693,0.28815977175463625
3370,2008,0.4751552795031056,0.2981366459627329
3370,2009,0.3884673748103187,0.22306525037936267
3370,2014,0.5016835016835017,0.21548821548821548
3420,2012,0.35507246376811596,0.34782608695652173
3420,2016,0.425,0.41875
3420,2008,0.48344370860927155,0.4966887417218543
3420,2009,0.6012658227848101,0.6139240506329114
3420,2014,0.41304347826086957,0.37681159420289856
3600,2012,0.36101083032490977,0.24548736462093862
3600,2016,0.30030959752321984,0.30030959752321984
3600,2008,0.273015873015873,0.2761904761904762
3600,2009,0.35714285714285715,0.20408163265306123
3600,2014,0.3212996389891697,0.27075812274368233
3870,2012,0.4509394572025052,0.24843423799582465
3870,2016,0.3368869936034115,0.3006396588486141
3870,2008,0.3352380952380952,0.26857142857142857
3870,2009,0.258,0.212
3870,2014,0.21777777777777776,0.22666666666666666
3930,2012,0.0,0.0
3930,2016,0.0,0.0
3930,2008,0.16184971098265896,0.1676300578034682
3930,2009,0.012461059190031152,0.003115264797507788
3930,2014,0.0035587188612099642,0.0035587188612099642
3940,2012,0.6080536912751678,0.3503355704697987
3940,2016,0.3265625,0.321875
3940,2008,0.12907608695652173,0.15489130434782608
3940,2009,0.35436241610738256,0.2389261744966443
3940,2014,0.30970724191063176,0.3081664098613251
4020,2012,0.8149779735682819,0.34801762114537443
4020,2016,0.178743961352657,0.34782608695652173
4020,2008,0.12601626016260162,0.21138211382113822
4020,2009,0.7468879668049793,0.43983402489626555
4020,2014,0.23923444976076555,0.33014354066985646
4050,2012,0.07488986784140969,0.2841409691629956
4050,2016,0.07972665148063782,0.3097949886104784
4050,2008,0.05309734513274336,0.0752212389380531
4050,2009,0.08898305084745763,0.1228813559322034
4050,2014,0.056179775280898875,0.30337078651685395
4090,2012,0.1922110552763819,0.2449748743718593
4090,2016,0.18032786885245902,0.28415300546448086
