AOU,routes,years,nz,med_n,tot,nz_frac,included,reason
3201,2,2,2,1.0,18,0.1111111111111111,False,few_routes
3210,234,27,1621,2.0,3959,0.40944683000757764,False,few_routes
3240,2,7,7,6.0,31,0.22580645161290322,False,few_routes
3250,3467,31,33243,4.0,57794,0.5751981174516386,True,
3255,21,14,26,4.0,378,0.06878306878306878,False,few_routes
3260,1058,29,9345,4.0,18314,0.510265370754614,False,few_years
3270,159,26,794,2.0,2764,0.28726483357452964,False,few_routes
3271,1,1,1,1.0,10,0.1,False,few_routes
3280,106,27,327,1.0,1784,0.18329596412556054,False,few_routes
3290,564,27,3029,2.0,9703,0.3121714933525714,False,few_routes
3300,5,10,10,1.0,96,0.10416666666666667,False,few_routes
3310,1782,28,8369,1.0,28916,0.2894245400470328,False,few_years
3320,1115,29,1749,1.0,20479,0.08540456076956883,False,few_years
3330,2085,28,5197,1.0,38563,0.13476648600990587,False,few_years
3333,120,27,140,1.0,2179,0.06424965580541533,False,few_routes
3340,379,27,556,1.0,6718,0.08276272700208395,False,few_routes
3350,67,27,424,2.0,1075,0.3944186046511628,False,few_routes
3370,4078,35,36249,2.0,65444,0.5538934050485912,True,
3380,26,25,69,1.0,425,0.1623529411764706,False,few_routes
3390,1618,27,12229,2.0,28144,0.43451534963047184,False,few_years
3400,35,25,90,1.0,691,0.13024602026049203,False,few_routes
3410,29,26,181,2.0,488,0.3709016393442623,False,few_routes
3420,1100,30,8142,2.0,17355,0.46914433880726014,True,
3430,1361,31,4856,1.0,23580,0.20593723494486854,False,low_prevalence
3440,9,9,10,1.0,161,0.062111801242236024,False,few_routes
3450,4,12,16,1.0,90,0.17777777777777778,False,few_routes
3451,188,26,296,1.0,3230,0.09164086687306501,False,few_routes
3460,12,26,104,3.0,215,0.48372093023255813,False,few_routes
3470,35,25,94,1.0,470,0.2,False,few_routes
3480,454,27,2175,1.0,7169,0.30338959408564653,False,few_routes
3490,638,28,2407,1.0,10488,0.22950038138825324,False,few_routes
3520,1529,30,5391,1.0,26353,0.20456873980192009,False,low_prevalence
3540,11,15,23,1.0,210,0.10952380952380952,False,few_routes
3550,520,27,1392,1.0,8619,0.1615036547163244,False,few_routes
3560,258,26,423,1.0,4613,0.09169737697810536,False,few_routes
3570,810,28,1831,1.0,12108,0.15122233234225305,False,few_routes
3590,2,2,2,1.5,44,0.045454545454545456,False,few_routes
360,3,6,6,2.5,36,0.16666666666666666,False,few_routes
3600,3156,33,20691,1.0,51870,0.3989010989010989,True,
3620,153,27,1206,3.0,2517,0.4791418355184744,False,few_routes
3640,1211,31,5607,1.0,20428,0.27447620912473075,False,low_prevalence
3650,142,26,252,1.0,2453,0.10273134936812067,False,few_routes
3660,51,25,57,1.0,890,0.06404494382022471,False,few_routes
3670,364,27,893,1.0,5862,0.15233708631866258,False,few_routes
3680,1441,27,5155,1.0,26603,0.19377513814231478,False,few_years
3690,10,14,19,1.0,159,0.11949685534591195,False,few_routes
370,17,25,66,2.0,215,0.30697674418604654,False,few_routes
3700,86,27,128,1.0,1353,0.09460458240946046,False,few_routes
3710,29,16,34,1.0,436,0.0779816513761468,False,few_routes
3720,89,27,102,1.0,1606,0.06351183063511831,False,few_routes
3730,413,26,575,1.0,8170,0.07037943696450429,False,few_routes
3731,1,1,1,1.0,13,0.07692307692307693,False,few_routes
3732,78,26,102,1.0,1399,0.07290922087205147,False,few_routes
3740,8,9,9,1.0,138,0.06521739130434782,False,few_routes
3750,2187,27,6916,1.0,38754,0.17845899778087423,False,few_years
3760,2,3,3,1.0,14,0.21428571428571427,False,few_routes
3770,62,25,111,1.0,1071,0.10364145658263306,False,few_routes
3780,451,27,2361,2.0,7475,0.31585284280936454,False,few_routes
3790,221,27,406,1.0,3791,0.10709575309944605,False,few_routes
380,25,26,174,4.0,372,0.46774193548387094,False,few_routes
3800,1,3,3,1.0,18,0.16666666666666666,False,few_routes
3810,16,15,26,1.0,267,0.09737827715355805,False,few_routes
3822,2,2,2,3.5,44,0.045454545454545456,False,few_routes
3824,9,24,44,4.0,154,0.2857142857142857,False,few_routes
3826,1,2,2,3.0,23,0.08695652173913043,False,few_routes
3830,3,2,3,1.0,28,0.10714285714285714,False,few_routes
3840,20,26,89,2.0,296,0.30067567567567566,False,few_routes
3850,447,27,2879,2.0,7427,0.3876396930119833,False,few_routes
3860,5,20,33,1.0,81,0.4074074074074074,False,few_routes
3870,2109,31,23090,4.0,36900,0.6257452574525745,True,
3875,39,21,67,1.0,696,0.09626436781609195,False,few_routes
3880,1309,31,6045,1.0,23312,0.25930851063829785,False,low_prevalence
3890,4,11,13,1.0,69,0.18840579710144928,False,few_routes
3900,2778,34,11991,1.0,47544,0.25220848056537104,False,low_prevalence
3901,4,4,5,1.0,69,0.07246376811594203,False,few_routes
3910,6,5,6,1.0,74,0.08108108108108109,False,few_routes
3920,584,27,1981,2.0,8761,0.22611574021230454,False,few_routes
3930,3215,32,21272,1.0,52363,0.4062410480682925,True,
3940,3348,33,33931,2.0,54869,0.6184001895423645,True,
3950,28,26,155,2.0,510,0.30392156862745096,False,few_routes
3960,299,27,2849,2.0,4974,0.572778447929232,False,few_routes
3970,112,27,998,4.0,1380,0.7231884057971014,False,few_routes
3975,4,23,38,2.0,69,0.5507246376811594,False,few_routes
3990,103,27,721,2.0,1648,0.4375,False,few_routes
40,296,28,1132,4.0,4762,0.2377152456950861,False,few_routes
400,16,26,110,16.5,238,0.46218487394957986,False,few_routes
4000,327,27,794,1.0,4506,0.17620949844651576,False,few_routes
4010,295,26,936,1.0,4246,0.22044276966556758,False,few_routes
4020,1183,31,11141,3.0,17320,0.6432448036951501,True,
4021,378,30,3137,2.0,6156,0.5095841455490578,False,few_routes
4022,81,27,289,2.0,1411,0.20481927710843373,False,few_routes
4030,270,27,2250,2.0,4081,0.5513354569958343,False,few_routes
4040,185,27,1055,2.0,3141,0.3358802929003502,False,few_routes
4050,2714,31,24731,2.0,44188,0.5596768353399113,True,
4060,1650,29,13628,2.0,28705,0.4747604946873367,False,few_years
4070,179,28,1868,10.0,2607,0.7165324127349444,False,few_routes
4080,148,26,604,1.0,2697,0.2239525398591027,False,few_routes
4090,2023,31,29409,8.0,35089,0.8381259084043432,True,
4100,102,27,1204,6.0,1607,0.7492221530802738,False,few_routes
4110,43,26,522,9.0,698,0.7478510028653295,False,few_routes
4120,2970,34,31800,2.0,47009,0.6764662085983535,True,
4123,309,26,1156,2.0,4540,0.25462555066079295,False,few_routes
4125,13,13,20,1.0,241,0.08298755186721991,False,few_routes
4130,1135,30,11975,4.0,17336,0.6907591139824643,True,
4140,31,26,326,5.0,484,0.6735537190082644,False,few_routes
4160,655,30,5516,2.0,11508,0.4793187347931874,False,few_routes
4171,508,29,2211,1.0,9295,0.2378698224852071,False,few_routes
4172,10,20,27,2.0,198,0.13636363636363635,False,few_routes
4180,309,27,987,1.0,5229,0.18875502008032127,False,few_routes
4190,24,26,115,2.0,375,0.30666666666666664,False,few_routes
420,22,26,138,4.0,297,0.46464646464646464,False,few_routes
4200,2074,33,14960,3.0,33636,0.4447615649898918,True,
4205,10,13,20,1.0,182,0.10989010989010989,False,few_routes
4206,1,1,1,1.0,3,0.3333333333333333,False,few_routes
4210,164,27,1321,4.0,2439,0.5416154161541615,False,few_routes
4220,83,28,189,3.0,1196,0.15802675585284282,False,few_routes
4230,2293,32,26893,5.0,39675,0.6778323881537492,True,
4240,242,28,1056,2.0,3968,0.2661290322580645,False,few_routes
4250,336,27,1598,3.0,5357,0.2983012880343476,False,few_routes
4260,3,7,7,1.0,52,0.1346153846153846,False,few_routes
4270,4,12,12,1.0,64,0.1875,False,few_routes
4280,2219,30,15630,1.0,38329,0.4077852278953273,True,
4290,389,27,2086,1.0,6698,0.31143624962675426,False,few_routes
4295,9,8,12,1.0,165,0.07272727272727272,False,few_routes
4300,74,26,315,2.0,1003,0.3140578265204387,False,few_routes
4310,259,28,1636,2.0,3771,0.43383717846725006,False,few_routes
4320,286,26,2656,5.0,5056,0.5253164556962026,False,few_routes
4330,347,29,2488,2.0,5234,0.4753534581581964,False,few_routes
4335,10,9,16,1.0,175,0.09142857142857143,False,few_routes
4340,44,26,254,3.0,572,0.44405594405594406,False,few_routes
4360,186,29,952,1.0,3081,0.30899058747160013,False,few_routes
4370,2,2,2,1.0,42,0.047619047619047616,False,few_routes
4390,8,18,24,1.0,132,0.18181818181818182,False,few_routes
4391,1,4,4,1.0,26,0.15384615384615385,False,few_routes
440,95,29,664,6.0,1438,0.4617524339360223,False,few_routes
4402,294,27,901,1.0,4737,0.19020477095207938,False,few_routes
4410,9,25,57,2.0,168,0.3392857142857143,False,few_routes
4411,1,1,1,1.0,26,0.038461538461538464,False,few_routes
4430,451,27,5583,10.0,7590,0.7355731225296442,False,few_routes
4440,3190,35,36961,4.0,52116,0.7092063857548545,True,
4447,17,24,69,1.0,331,0.2084592145015106,False,few_routes
4450,18,26,97,2.0,283,0.34275618374558303,False,few_routes
4451,3,21,23,2.0,57,0.40350877192982454,False,few_routes
4460,8,12,17,2.0,134,0.12686567164179105,False,few_routes
4461,46,27,402,4.0,683,0.5885797950219619,False,few_routes
4462,5,7,7,2.0,92,0.07608695652173914,False,few_routes
4470,1552,29,15987,6.0,24155,0.6618505485406748,False,few_years
4480,242,27,2139,5.0,4060,0.526847290640394,False,few_routes
4490,36,27,276,3.0,527,0.523719165085389,False,few_routes
4510,3,22,25,2.0,56,0.44642857142857145,False,few_routes
4520,2449,33,32037,4.0,41711,0.7680707726978495,True,
4530,92,27,860,7.0,1414,0.6082036775106082,False,few_routes
4540,657,28,7402,7.0,10279,0.7201089600155657,False,few_routes
4550,11,26,85,9.0,220,0.38636363636363635,False,few_routes
4560,2463,33,30646,4.0,41044,0.7466621187018809,True,
4570,1036,27,7941,2.0,16147,0.4917941413265622,False,few_years
4580,240,27,1696,2.0,3635,0.46657496561210454,False,few_routes
4590,1227,33,7674,2.0,17856,0.42977150537634407,True,
4600,8,22,37,2.0,164,0.22560975609756098,False,few_routes
4610,2342,32,30283,4.0,39914,0.7587062183694944,True,
4620,1308,31,12160,5.0,19706,0.6170709428600426,True,
4630,586,29,3068,2.0,7157,0.4286712309626939,False,few_routes
4640,264,27,2049,3.0,4519,0.45341889798628016,False,few_routes
4641,387,30,3454,7.0,5702,0.6057523675903191,False,few_routes
4642,37,27,172,4.0,629,0.27344992050874406,False,few_routes
4650,1158,31,12617,3.0,20836,0.6055384910731426,True,
4660,1631,31,13382,2.0,28680,0.4665969316596932,True,
4661,1520,31,14845,6.0,21581,0.6878735925119318,True,
4665,30,20,34,1.0,508,0.06692913385826772,False,few_routes
4670,1793,33,16784,4.0,26254,0.6392930601051269,True,
4679,223,26,629,2.0,4008,0.156936127744511,False,few_routes
4680,551,30,4980,4.0,8381,0.594201169311538,False,few_routes
